freq__2019-06-28_12-09-26_,rs__2019-06-28_12-09-26_,xs__2019-06-28_12-09-26_,freq__2019-06-28_12-12-26_,rs__2019-06-28_12-12-26_,xs__2019-06-28_12-12-26_,freq__2019-06-28_12-14-11_,rs__2019-06-28_12-14-11_,xs__2019-06-28_12-14-11_,freq__2019-06-28_12-15-56_,rs__2019-06-28_12-15-56_,xs__2019-06-28_12-15-56_,freq__2019-06-28_12-17-41_,rs__2019-06-28_12-17-41_,xs__2019-06-28_12-17-41_,freq__2019-06-28_12-19-26_,rs__2019-06-28_12-19-26_,xs__2019-06-28_12-19-26_,freq__2019-06-28_12-21-11_,rs__2019-06-28_12-21-11_,xs__2019-06-28_12-21-11_,freq__2019-06-28_12-22-56_,rs__2019-06-28_12-22-56_,xs__2019-06-28_12-22-56_,freq__2019-06-28_12-24-41_,rs__2019-06-28_12-24-41_,xs__2019-06-28_12-24-41_
54443072.0,10.671875,-124.375,54443041.0,10.6640625,-124.375,54443010.0,10.625,-124.3125,54443040.0,10.5859375,-124.3125,54443009.0,10.578125,-124.375,54443039.0,10.5234375,-124.375,54443008.0,10.515625,-124.375,54443038.0,10.5,-124.375,54443007.0,10.46875,-124.4375
54443132.0,10.703125,-124.3125,54443101.0,10.6796875,-124.3125,54443070.0,10.6328125,-124.3125,54443100.0,10.625,-124.3125,54443069.0,10.59375,-124.375,54443099.0,10.5625,-124.375,54443068.0,10.53125,-124.375,54443098.0,10.515625,-124.375,54443067.0,10.4765625,-124.4375
54443192.0,10.6875,-124.3125,54443161.0,10.703125,-124.3125,54443130.0,10.640625,-124.3125,54443160.0,10.6015625,-124.3125,54443129.0,10.578125,-124.3125,54443159.0,10.546875,-124.375,54443128.0,10.515625,-124.375,54443158.0,10.5,-124.375,54443127.0,10.5,-124.375
54443252.0,10.71875,-124.3125,54443221.0,10.7109375,-124.3125,54443190.0,10.640625,-124.3125,54443220.0,10.6015625,-124.3125,54443189.0,10.59375,-124.375,54443219.0,10.578125,-124.375,54443188.0,10.5390625,-124.3125,54443218.0,10.5078125,-124.375,54443187.0,10.5,-124.375
54443312.0,10.71875,-124.3125,54443281.0,10.6875,-124.3125,54443250.0,10.65625,-124.3125,54443280.0,10.6015625,-124.3125,54443249.0,10.609375,-124.3125,54443279.0,10.5390625,-124.375,54443248.0,10.5390625,-124.3125,54443278.0,10.53125,-124.375,54443247.0,10.5078125,-124.375
54443372.0,10.7109375,-124.3125,54443341.0,10.71875,-124.3125,54443310.0,10.640625,-124.3125,54443340.0,10.6171875,-124.3125,54443309.0,10.578125,-124.3125,54443339.0,10.5625,-124.375,54443308.0,10.515625,-124.3125,54443338.0,10.53125,-124.3125,54443307.0,10.4765625,-124.375
54443432.0,10.71875,-124.3125,54443401.0,10.6875,-124.3125,54443370.0,10.6484375,-124.25,54443400.0,10.609375,-124.3125,54443369.0,10.609375,-124.3125,54443399.0,10.5703125,-124.375,54443368.0,10.5625,-124.3125,54443398.0,10.515625,-124.375,54443367.0,10.4921875,-124.375
54443492.0,10.7109375,-124.3125,54443461.0,10.671875,-124.3125,54443430.0,10.65625,-124.3125,54443460.0,10.609375,-124.25,54443429.0,10.5859375,-124.3125,54443459.0,10.5703125,-124.375,54443428.0,10.5390625,-124.3125,54443458.0,10.515625,-124.3125,54443427.0,10.4921875,-124.375
54443552.0,10.71875,-124.3125,54443521.0,10.7109375,-124.3125,54443490.0,10.6640625,-124.25,54443520.0,10.609375,-124.3125,54443489.0,10.6015625,-124.3125,54443519.0,10.5703125,-124.3125,54443488.0,10.5390625,-124.3125,54443518.0,10.546875,-124.3125,54443487.0,10.4921875,-124.375
54443613.0,10.71875,-124.3125,54443582.0,10.7109375,-124.25,54443551.0,10.6484375,-124.25,54443581.0,10.625,-124.25,54443550.0,10.5859375,-124.3125,54443580.0,10.5703125,-124.3125,54443549.0,10.53125,-124.3125,54443579.0,10.5234375,-124.3125,54443548.0,10.4921875,-124.375
54443673.0,10.7109375,-124.3125,54443642.0,10.7109375,-124.25,54443611.0,10.671875,-124.25,54443641.0,10.6171875,-124.3125,54443610.0,10.5859375,-124.3125,54443640.0,10.5703125,-124.3125,54443609.0,10.53125,-124.3125,54443639.0,10.5546875,-124.3125,54443608.0,10.4609375,-124.375
54443733.0,10.7265625,-124.25,54443702.0,10.703125,-124.25,54443671.0,10.65625,-124.25,54443701.0,10.6171875,-124.25,54443670.0,10.5859375,-124.3125,54443700.0,10.5546875,-124.3125,54443669.0,10.5234375,-124.3125,54443699.0,10.5234375,-124.3125,54443668.0,10.5,-124.375
54443793.0,10.703125,-124.25,54443762.0,10.703125,-124.25,54443731.0,10.65625,-124.25,54443761.0,10.609375,-124.25,54443730.0,10.5859375,-124.3125,54443760.0,10.5859375,-124.3125,54443729.0,10.546875,-124.3125,54443759.0,10.546875,-124.3125,54443728.0,10.4921875,-124.375
54443853.0,10.7109375,-124.3125,54443822.0,10.6953125,-124.25,54443791.0,10.65625,-124.25,54443821.0,10.609375,-124.25,54443790.0,10.5859375,-124.3125,54443820.0,10.5625,-124.3125,54443789.0,10.546875,-124.3125,54443819.0,10.546875,-124.3125,54443788.0,10.5,-124.3125
54443913.0,10.7265625,-124.25,54443882.0,10.7109375,-124.25,54443851.0,10.6796875,-124.25,54443881.0,10.6171875,-124.25,54443850.0,10.59375,-124.25,54443880.0,10.5703125,-124.3125,54443849.0,10.5546875,-124.3125,54443879.0,10.5703125,-124.3125,54443848.0,10.515625,-124.375
54443973.0,10.7265625,-124.25,54443942.0,10.703125,-124.25,54443911.0,10.65625,-124.25,54443941.0,10.609375,-124.25,54443910.0,10.59375,-124.25,54443940.0,10.5625,-124.3125,54443909.0,10.5390625,-124.25,54443939.0,10.5546875,-124.3125,54443908.0,10.53125,-124.3125
54444033.0,10.7265625,-124.25,54444002.0,10.6953125,-124.25,54443971.0,10.6640625,-124.25,54444001.0,10.6171875,-124.25,54443970.0,10.609375,-124.25,54444000.0,10.5546875,-124.25,54443969.0,10.53125,-124.25,54443999.0,10.53125,-124.3125,54443968.0,10.5078125,-124.3125
54444094.0,10.71875,-124.25,54444063.0,10.6796875,-124.25,54444032.0,10.6640625,-124.1875,54444062.0,10.6171875,-124.25,54444031.0,10.6015625,-124.25,54444061.0,10.578125,-124.25,54444030.0,10.5390625,-124.25,54444060.0,10.53125,-124.25,54444029.0,10.5,-124.3125
54444154.0,10.7265625,-124.25,54444123.0,10.703125,-124.25,54444092.0,10.6796875,-124.25,54444122.0,10.625,-124.25,54444091.0,10.6015625,-124.25,54444121.0,10.578125,-124.25,54444090.0,10.546875,-124.25,54444120.0,10.53125,-124.25,54444089.0,10.5,-124.3125
54444214.0,10.703125,-124.1875,54444183.0,10.7109375,-124.25,54444152.0,10.65625,-124.25,54444182.0,10.6171875,-124.25,54444151.0,10.5859375,-124.25,54444181.0,10.5625,-124.25,54444150.0,10.5546875,-124.25,54444180.0,10.53125,-124.25,54444149.0,10.484375,-124.3125
54444274.0,10.71875,-124.25,54444243.0,10.6953125,-124.1875,54444212.0,10.671875,-124.1875,54444242.0,10.609375,-124.25,54444211.0,10.625,-124.25,54444241.0,10.5703125,-124.25,54444210.0,10.5703125,-124.25,54444240.0,10.53125,-124.25,54444209.0,10.5,-124.3125
54444334.0,10.71875,-124.1875,54444303.0,10.6953125,-124.1875,54444272.0,10.6796875,-124.1875,54444302.0,10.6328125,-124.1875,54444271.0,10.609375,-124.25,54444301.0,10.5703125,-124.25,54444270.0,10.5625,-124.25,54444300.0,10.53125,-124.25,54444269.0,10.5078125,-124.3125
54444394.0,10.734375,-124.1875,54444363.0,10.6953125,-124.1875,54444332.0,10.6640625,-124.1875,54444362.0,10.6328125,-124.25,54444331.0,10.59375,-124.25,54444361.0,10.5703125,-124.25,54444330.0,10.5546875,-124.25,54444360.0,10.515625,-124.25,54444329.0,10.5234375,-124.3125
54444454.0,10.7265625,-124.1875,54444423.0,10.6875,-124.1875,54444392.0,10.65625,-124.1875,54444422.0,10.640625,-124.1875,54444391.0,10.609375,-124.25,54444421.0,10.5703125,-124.25,54444390.0,10.5390625,-124.25,54444420.0,10.5390625,-124.25,54444389.0,10.5234375,-124.3125
54444514.0,10.734375,-124.1875,54444483.0,10.71875,-124.1875,54444452.0,10.6796875,-124.1875,54444482.0,10.6328125,-124.1875,54444451.0,10.6015625,-124.1875,54444481.0,10.5625,-124.25,54444450.0,10.546875,-124.25,54444480.0,10.5546875,-124.25,54444449.0,10.53125,-124.25
54444575.0,10.7109375,-124.1875,54444544.0,10.703125,-124.1875,54444513.0,10.6875,-124.1875,54444543.0,10.625,-124.1875,54444512.0,10.609375,-124.1875,54444542.0,10.578125,-124.25,54444511.0,10.5546875,-124.25,54444541.0,10.53125,-124.25,54444510.0,10.5,-124.25
54444635.0,10.7265625,-124.1875,54444604.0,10.6875,-124.1875,54444573.0,10.671875,-124.1875,54444603.0,10.625,-124.1875,54444572.0,10.625,-124.1875,54444602.0,10.5859375,-124.25,54444571.0,10.546875,-124.1875,54444601.0,10.5390625,-124.1875,54444570.0,10.5078125,-124.25
54444695.0,10.7265625,-124.1875,54444664.0,10.703125,-124.1875,54444633.0,10.65625,-124.1875,54444663.0,10.640625,-124.1875,54444632.0,10.59375,-124.1875,54444662.0,10.5859375,-124.1875,54444631.0,10.546875,-124.1875,54444661.0,10.546875,-124.1875,54444630.0,10.515625,-124.25
54444755.0,10.71875,-124.1875,54444724.0,10.71875,-124.1875,54444693.0,10.65625,-124.1875,54444723.0,10.6328125,-124.125,54444692.0,10.59375,-124.1875,54444722.0,10.5546875,-124.1875,54444691.0,10.546875,-124.1875,54444721.0,10.546875,-124.1875,54444690.0,10.5234375,-124.25
