freq__2019-06-27_14-33-42_,rs__2019-06-27_14-33-42_,xs__2019-06-27_14-33-42_,freq__2019-06-27_14-41-42_,rs__2019-06-27_14-41-42_,xs__2019-06-27_14-41-42_,freq__2019-06-27_14-56-42_,rs__2019-06-27_14-56-42_,xs__2019-06-27_14-56-42_,freq__2019-06-27_15-03-26_,rs__2019-06-27_15-03-26_,xs__2019-06-27_15-03-26_,freq__2019-06-27_15-10-12_,rs__2019-06-27_15-10-12_,xs__2019-06-27_15-10-12_,freq__2019-06-27_15-16-58_,rs__2019-06-27_15-16-58_,xs__2019-06-27_15-16-58_,freq__2019-06-27_15-23-44_,rs__2019-06-27_15-23-44_,xs__2019-06-27_15-23-44_,freq__2019-06-27_15-30-28_,rs__2019-06-27_15-30-28_,xs__2019-06-27_15-30-28_,freq__2019-06-27_15-37-14_,rs__2019-06-27_15-37-14_,xs__2019-06-27_15-37-14_,freq__2019-06-27_15-44-02_,rs__2019-06-27_15-44-02_,xs__2019-06-27_15-44-02_,freq__2019-06-27_15-50-48_,rs__2019-06-27_15-50-48_,xs__2019-06-27_15-50-48_,freq__2019-06-27_15-57-32_,rs__2019-06-27_15-57-32_,xs__2019-06-27_15-57-32_,freq__2019-06-27_16-04-18_,rs__2019-06-27_16-04-18_,xs__2019-06-27_16-04-18_,freq__2019-06-27_16-11-04_,rs__2019-06-27_16-11-04_,xs__2019-06-27_16-11-04_
44544324.0,9.9140625,-150.375,44558150.0,9.6640625,-149.5,44558149.0,9.40625,-149.25,44558159.0,9.515625,-149.375,44558161.0,9.484375,-149.375,44558154.0,9.4453125,-149.375,44558153.0,9.3828125,-149.375,44558151.0,9.3984375,-149.375,44558151.0,9.390625,-149.375,44558151.0,9.390625,-149.375,44558151.0,9.3671875,-149.375,44558150.0,9.3515625,-149.375,44558152.0,9.328125,-149.375,44558149.0,9.3828125,-149.25
44544354.0,9.9296875,-150.375,44558165.0,9.6953125,-149.5,44558164.0,9.4453125,-149.25,44558174.0,9.4609375,-149.375,44558176.0,9.4921875,-149.375,44558169.0,9.4453125,-149.375,44558168.0,9.4140625,-149.375,44558166.0,9.4296875,-149.375,44558166.0,9.421875,-149.375,44558166.0,9.390625,-149.375,44558166.0,9.359375,-149.375,44558165.0,9.375,-149.375,44558167.0,9.3671875,-149.375,44558164.0,9.3515625,-149.375
44544384.0,9.9296875,-150.25,44558180.0,9.734375,-149.375,44558179.0,9.4140625,-149.375,44558189.0,9.53125,-149.375,44558191.0,9.484375,-149.375,44558184.0,9.4921875,-149.375,44558183.0,9.484375,-149.25,44558181.0,9.4296875,-149.375,44558181.0,9.4296875,-149.375,44558181.0,9.40625,-149.375,44558181.0,9.3984375,-149.375,44558180.0,9.3671875,-149.25,44558182.0,9.3828125,-149.375,44558179.0,9.34375,-149.375
44544414.0,9.96875,-150.25,44558195.0,9.7265625,-149.5,44558194.0,9.40625,-149.375,44558204.0,9.546875,-149.375,44558206.0,9.484375,-149.375,44558199.0,9.453125,-149.375,44558198.0,9.46875,-149.375,44558196.0,9.4375,-149.375,44558196.0,9.421875,-149.375,44558196.0,9.40625,-149.375,44558196.0,9.421875,-149.375,44558195.0,9.390625,-149.375,44558197.0,9.40625,-149.375,44558194.0,9.34375,-149.375
44544444.0,9.9296875,-150.25,44558210.0,9.78125,-149.375,44558209.0,9.421875,-149.25,44558219.0,9.5,-149.375,44558221.0,9.4921875,-149.375,44558214.0,9.4921875,-149.25,44558213.0,9.515625,-149.375,44558211.0,9.46875,-149.375,44558211.0,9.453125,-149.375,44558211.0,9.3984375,-149.375,44558211.0,9.390625,-149.375,44558210.0,9.375,-149.375,44558212.0,9.390625,-149.375,44558209.0,9.3828125,-149.375
44544474.0,9.953125,-150.375,44558225.0,9.7109375,-149.375,44558224.0,9.4375,-149.25,44558234.0,9.53125,-149.25,44558236.0,9.5234375,-149.375,44558229.0,9.46875,-149.375,44558228.0,9.4453125,-149.375,44558226.0,9.453125,-149.375,44558226.0,9.4453125,-149.375,44558226.0,9.4375,-149.375,44558226.0,9.4375,-149.375,44558225.0,9.453125,-149.25,44558227.0,9.359375,-149.25,44558224.0,9.3671875,-149.25
44544504.0,9.9609375,-150.375,44558240.0,9.75,-149.375,44558239.0,9.4375,-149.25,44558249.0,9.4921875,-149.375,44558251.0,9.5078125,-149.375,44558244.0,9.515625,-149.25,44558243.0,9.453125,-149.375,44558241.0,9.453125,-149.25,44558241.0,9.4453125,-149.375,44558241.0,9.4609375,-149.375,44558241.0,9.40625,-149.375,44558240.0,9.4296875,-149.375,44558242.0,9.390625,-149.25,44558239.0,9.3671875,-149.375
44544534.0,9.9921875,-150.25,44558255.0,9.71875,-149.375,44558254.0,9.4453125,-149.25,44558264.0,9.53125,-149.25,44558266.0,9.5,-149.375,44558259.0,9.4609375,-149.25,44558258.0,9.4296875,-149.375,44558256.0,9.4609375,-149.375,44558256.0,9.4296875,-149.25,44558256.0,9.4296875,-149.375,44558256.0,9.4453125,-149.25,44558255.0,9.40625,-149.25,44558257.0,9.390625,-149.375,44558254.0,9.3984375,-149.25
44544564.0,9.9609375,-150.375,44558270.0,9.71875,-149.375,44558269.0,9.4296875,-149.25,44558279.0,9.4921875,-149.375,44558281.0,9.4921875,-149.25,44558274.0,9.5078125,-149.25,44558273.0,9.453125,-149.375,44558271.0,9.453125,-149.25,44558271.0,9.3984375,-149.375,44558271.0,9.421875,-149.375,44558271.0,9.421875,-149.375,44558270.0,9.4296875,-149.25,44558272.0,9.40625,-149.375,44558269.0,9.3828125,-149.375
44544594.0,9.9609375,-150.375,44558285.0,9.7578125,-149.375,44558284.0,9.4609375,-149.25,44558294.0,9.5,-149.25,44558296.0,9.5,-149.375,44558289.0,9.46875,-149.375,44558288.0,9.515625,-149.375,44558286.0,9.46875,-149.375,44558286.0,9.4609375,-149.375,44558286.0,9.4140625,-149.375,44558286.0,9.40625,-149.375,44558285.0,9.4140625,-149.25,44558287.0,9.3984375,-149.25,44558284.0,9.375,-149.25
