freq__2019-06-27_16-18-43_,rs__2019-06-27_16-18-43_,xs__2019-06-27_16-18-43_
64360997.0,10.875,-104.875
64361017.0,10.875,-104.875
64361037.0,10.875,-104.875
64361057.0,10.875,-104.875
64361077.0,10.8984375,-104.875
64361097.0,10.8828125,-104.875
64361117.0,10.9140625,-104.875
64361137.0,10.890625,-104.875
64361157.0,10.8984375,-104.875
64361177.0,10.8828125,-104.875
64361197.0,10.890625,-104.875
64361217.0,10.8984375,-104.875
64361237.0,10.90625,-104.875
64361257.0,10.8984375,-104.875
64361277.0,10.890625,-104.875
64361297.0,10.8828125,-104.875
64361317.0,10.8984375,-104.875
64361337.0,10.8984375,-104.875
64361357.0,10.890625,-104.875
64361377.0,10.8984375,-104.875
64361397.0,10.890625,-104.875
64361417.0,10.890625,-104.875
64361437.0,10.90625,-104.875
64361457.0,10.8984375,-104.875
64361477.0,10.8984375,-104.875
64361497.0,10.890625,-104.875
64361517.0,10.890625,-104.875
64361537.0,10.90625,-104.875
64361557.0,10.890625,-104.875
64361577.0,10.8984375,-104.875
64361597.0,10.90625,-104.875
64361617.0,10.9140625,-104.875
64361637.0,10.90625,-104.8125
64361657.0,10.90625,-104.875
64361677.0,10.9140625,-104.875
64361697.0,10.90625,-104.875
64361717.0,10.8984375,-104.8125
64361737.0,10.90625,-104.875
64361757.0,10.8984375,-104.875
64361777.0,10.890625,-104.875
64361797.0,10.8671875,-104.875
64361817.0,10.8984375,-104.8125
64361837.0,10.8984375,-104.875
64361857.0,10.90625,-104.875
64361877.0,10.90625,-104.875
64361897.0,10.890625,-104.875
64361917.0,10.9140625,-104.8125
64361937.0,10.8984375,-104.875
64361957.0,10.8984375,-104.875
64361977.0,10.9140625,-104.875
64361997.0,10.90625,-104.875
64362017.0,10.9140625,-104.875
64362037.0,10.8984375,-104.875
64362057.0,10.90625,-104.8125
64362077.0,10.8984375,-104.8125
64362097.0,10.9140625,-104.875
64362117.0,10.8984375,-104.875
64362137.0,10.90625,-104.8125
64362157.0,10.8984375,-104.875
64362177.0,10.890625,-104.8125
64362197.0,10.8984375,-104.8125
64362217.0,10.8984375,-104.8125
64362237.0,10.8984375,-104.8125
64362257.0,10.921875,-104.8125
64362277.0,10.9140625,-104.8125
64362297.0,10.921875,-104.8125
64362317.0,10.9140625,-104.8125
64362337.0,10.8984375,-104.875
64362357.0,10.8984375,-104.8125
64362377.0,10.90625,-104.8125
64362397.0,10.90625,-104.8125
64362417.0,10.8984375,-104.8125
64362437.0,10.90625,-104.8125
64362457.0,10.890625,-104.8125
64362477.0,10.90625,-104.8125
64362497.0,10.90625,-104.8125
64362517.0,10.9140625,-104.8125
64362537.0,10.9140625,-104.8125
64362557.0,10.921875,-104.8125
64362577.0,10.9140625,-104.8125
64362597.0,10.921875,-104.8125
64362617.0,10.8984375,-104.8125
64362637.0,10.9140625,-104.8125
64362657.0,10.90625,-104.8125
64362677.0,10.921875,-104.8125
64362697.0,10.9140625,-104.8125
64362717.0,10.90625,-104.8125
64362737.0,10.8984375,-104.8125
64362757.0,10.90625,-104.8125
64362777.0,10.9140625,-104.8125
64362797.0,10.90625,-104.8125
64362817.0,10.921875,-104.8125
64362837.0,10.9140625,-104.8125
64362857.0,10.9140625,-104.8125
64362877.0,10.921875,-104.8125
64362897.0,10.9140625,-104.8125
64362917.0,10.9140625,-104.8125
64362937.0,10.921875,-104.8125
64362957.0,10.9140625,-104.8125
64362977.0,10.9375,-104.8125
64362998.0,10.8984375,-104.8125
64363018.0,10.9140625,-104.8125
64363038.0,10.9140625,-104.8125
64363058.0,10.9140625,-104.8125
64363078.0,10.9140625,-104.8125
64363098.0,10.9140625,-104.8125
64363118.0,10.9140625,-104.8125
64363138.0,10.9296875,-104.8125
64363158.0,10.9375,-104.75
64363178.0,10.9140625,-104.8125
64363198.0,10.90625,-104.8125
64363218.0,10.90625,-104.8125
64363238.0,10.921875,-104.8125
64363258.0,10.9296875,-104.8125
64363278.0,10.9140625,-104.8125
64363298.0,10.90625,-104.8125
64363318.0,10.8984375,-104.8125
64363338.0,10.9140625,-104.8125
64363358.0,10.9140625,-104.75
64363378.0,10.9296875,-104.75
64363398.0,10.9140625,-104.75
64363418.0,10.9140625,-104.8125
64363438.0,10.9140625,-104.75
64363458.0,10.9140625,-104.8125
64363478.0,10.8984375,-104.75
64363498.0,10.921875,-104.75
64363518.0,10.921875,-104.75
64363538.0,10.921875,-104.75
64363558.0,10.90625,-104.75
64363578.0,10.921875,-104.8125
64363598.0,10.921875,-104.75
64363618.0,10.921875,-104.75
64363638.0,10.90625,-104.75
64363658.0,10.8984375,-104.75
64363678.0,10.90625,-104.75
64363698.0,10.921875,-104.75
64363718.0,10.90625,-104.75
64363738.0,10.9296875,-104.75
64363758.0,10.9140625,-104.75
64363778.0,10.9296875,-104.75
64363798.0,10.8984375,-104.75
64363818.0,10.9140625,-104.75
64363838.0,10.9375,-104.75
64363858.0,10.921875,-104.75
64363878.0,10.9296875,-104.75
64363898.0,10.921875,-104.75
64363918.0,10.921875,-104.75
64363938.0,10.9375,-104.75
64363958.0,10.90625,-104.75
64363978.0,10.9296875,-104.75
64363998.0,10.9296875,-104.75
64364018.0,10.9296875,-104.75
64364038.0,10.9140625,-104.75
64364058.0,10.9296875,-104.75
64364078.0,10.9140625,-104.75
64364098.0,10.9140625,-104.75
64364118.0,10.9140625,-104.75
64364138.0,10.921875,-104.75
64364158.0,10.9296875,-104.75
64364178.0,10.9453125,-104.75
64364198.0,10.9375,-104.75
64364218.0,10.9140625,-104.75
64364238.0,10.9296875,-104.75
64364258.0,10.921875,-104.75
64364278.0,10.90625,-104.75
64364298.0,10.9296875,-104.75
64364318.0,10.9296875,-104.75
64364338.0,10.9453125,-104.75
64364358.0,10.90625,-104.75
64364378.0,10.9296875,-104.75
64364398.0,10.9296875,-104.6875
64364418.0,10.9140625,-104.75
64364438.0,10.90625,-104.75
64364458.0,10.9453125,-104.75
64364478.0,10.90625,-104.75
64364498.0,10.9296875,-104.75
64364518.0,10.921875,-104.75
64364538.0,10.9453125,-104.75
64364558.0,10.9375,-104.75
64364578.0,10.9296875,-104.75
64364598.0,10.921875,-104.75
64364618.0,10.90625,-104.75
64364638.0,10.9453125,-104.75
64364658.0,10.9296875,-104.75
64364678.0,10.921875,-104.75
64364698.0,10.921875,-104.75
64364718.0,10.921875,-104.75
64364738.0,10.921875,-104.6875
64364758.0,10.9296875,-104.75
64364778.0,10.9296875,-104.6875
64364798.0,10.921875,-104.6875
64364818.0,10.9140625,-104.6875
64364838.0,10.9140625,-104.75
64364858.0,10.9140625,-104.75
64364878.0,10.9296875,-104.6875
64364898.0,10.9140625,-104.75
64364918.0,10.921875,-104.6875
64364938.0,10.9296875,-104.75
64364958.0,10.921875,-104.6875
64364978.0,10.9296875,-104.6875
64364999.0,10.9140625,-104.6875
64365019.0,10.9296875,-104.6875
64365039.0,10.9296875,-104.6875
64365059.0,10.921875,-104.6875
64365079.0,10.9296875,-104.6875
64365099.0,10.9296875,-104.6875
64365119.0,10.9296875,-104.6875
64365139.0,10.9296875,-104.6875
64365159.0,10.9140625,-104.6875
64365179.0,10.9140625,-104.6875
64365199.0,10.9296875,-104.6875
64365219.0,10.921875,-104.6875
64365239.0,10.921875,-104.6875
64365259.0,10.9296875,-104.6875
64365279.0,10.9140625,-104.6875
64365299.0,10.9375,-104.6875
64365319.0,10.921875,-104.6875
64365339.0,10.9296875,-104.6875
64365359.0,10.90625,-104.6875
64365379.0,10.9375,-104.6875
64365399.0,10.9296875,-104.6875
64365419.0,10.9296875,-104.6875
64365439.0,10.921875,-104.6875
64365459.0,10.921875,-104.6875
64365479.0,10.9375,-104.6875
64365499.0,10.9296875,-104.6875
64365519.0,10.921875,-104.6875
64365539.0,10.9296875,-104.6875
64365559.0,10.9296875,-104.6875
64365579.0,10.9453125,-104.6875
64365599.0,10.9296875,-104.6875
64365619.0,10.9296875,-104.6875
64365639.0,10.953125,-104.6875
64365659.0,10.9375,-104.6875
64365679.0,10.9296875,-104.6875
64365699.0,10.9296875,-104.6875
64365719.0,10.9296875,-104.6875
64365739.0,10.9140625,-104.6875
64365759.0,10.9375,-104.6875
64365779.0,10.921875,-104.6875
64365799.0,10.921875,-104.6875
64365819.0,10.9140625,-104.6875
64365839.0,10.921875,-104.6875
64365859.0,10.921875,-104.6875
64365879.0,10.9375,-104.6875
64365899.0,10.9375,-104.6875
64365919.0,10.9453125,-104.625
64365939.0,10.9375,-104.625
64365959.0,10.921875,-104.6875
64365979.0,10.921875,-104.6875
64365999.0,10.9375,-104.6875
64366019.0,10.9296875,-104.625
64366039.0,10.9140625,-104.6875
64366059.0,10.9296875,-104.625
64366079.0,10.953125,-104.625
64366099.0,10.921875,-104.6875
64366119.0,10.9140625,-104.625
64366139.0,10.9375,-104.625
64366159.0,10.9375,-104.625
64366179.0,10.921875,-104.625
64366199.0,10.921875,-104.625
64366219.0,10.9375,-104.625
64366239.0,10.9375,-104.625
