bias_2019-06-24_11-47-49_,current__1.0V/s_2019-06-24_11-47-49_,current__0.5V/s_2019-06-24_11-47-49_,current__0.1V/s_2019-06-24_11-47-49_
-0.4,-5.823224e-10,-5.737587e-10,-5.979339e-10
-0.45,-4.891498e-10,-6.034738e-10,-5.606655e-10
-0.5,-5.309522e-10,-5.667083e-10,-5.853414e-10
-0.55,-6.165682e-10,-5.687232e-10,-5.707373e-10
-0.6000000000000001,-5.863512e-10,-5.787969e-10,-5.913865e-10
-0.65,-5.818193e-10,-5.918902e-10,-5.712422e-10
-0.7000000000000001,-6.029706e-10,-5.662054e-10,-5.818185e-10
-0.75,-5.762778e-10,-5.440459e-10,-5.969256e-10
-0.8,-5.838319e-10,-6.064953e-10,-5.727513e-10
-0.8500000000000001,-6.412454e-10,-5.344772e-10,-5.445497e-10
-0.9,-5.954175e-10,-7.102446e-10,-5.848397e-10
-0.9500000000000001,-5.747665e-10,-5.999475e-10,-5.93904e-10
-1.0,-5.72249e-10,-5.798023e-10,-5.803074e-10
-0.9500000000000001,-5.515992e-10,-5.808113e-10,-5.707371e-10
-0.9,-5.445495e-10,-5.626801e-10,-5.792994e-10
-0.8500000000000001,-5.692272e-10,-5.954169e-10,-5.772852e-10
-0.8,-5.939055e-10,-5.732561e-10,-5.974309e-10
-0.75,-6.261374e-10,-5.883654e-10,-5.546206e-10
-0.7000000000000001,-6.130417e-10,-5.470677e-10,-5.722496e-10
-0.65,-6.034744e-10,-4.649747e-10,-5.722502e-10
-0.6000000000000001,-5.8081e-10,-5.651989e-10,-5.893728e-10
-0.55,-5.999484e-10,-6.034744e-10,-5.697306e-10
-0.5,-6.070002e-10,-5.178569e-10,-5.63688e-10
-0.45,-5.838339e-10,-6.251305e-10,-5.818194e-10
-0.4,-5.81817e-10,-6.266393e-10,-5.939044e-10
-0.35000000000000003,-5.848401e-10,-6.135462e-10,-5.767808e-10
-0.30000000000000004,-5.727524e-10,-5.581479e-10,-5.803071e-10
-0.25,-6.130423e-10,-4.599392e-10,-5.933996e-10
-0.2,-5.787958e-10,6.58506e-11,-5.767817e-10
-0.15000000000000002,-5.792981e-10,2.514845e-09,-4.826016e-10
-0.1,-5.65198e-10,7.61365e-10,-6.009555e-10
-0.05,-5.974291e-10,4.783247e-10,-5.787955e-10
-0.0,-5.903784e-10,2.10594e-09,-5.621753e-10
0.05,-5.792996e-10,8.575584e-10,-5.692287e-10
0.1,-5.908841e-10,-6.966475e-10,-5.979365e-10
0.15000000000000002,-5.80812e-10,-4.594365e-10,-5.510965e-10
0.2,-5.813151e-10,-3.108661e-10,-5.74769e-10
0.25,-5.762796e-10,-2.383432e-10,-5.908841e-10
0.30000000000000004,-5.21384e-10,9.007498e-09,-5.712432e-10
0.35000000000000003,-6.382275e-10,3.496325e-09,-5.984391e-10
0.4,-6.407448e-10,-2.080627e-09,-5.621782e-10
0.45,-6.23116e-10,2.085798e-09,-5.7074e-10
0.5,-5.606675e-10,1.614825e-08,-5.777904e-10
0.55,-5.934041e-10,7.669047e-10,-5.853444e-10
0.6000000000000001,-4.151178e-10,2.886489e-09,-5.762806e-10
0.65,-6.341987e-10,-7.495293e-10,-5.3599e-10
0.7000000000000001,-6.160653e-10,3.754886e-08,-5.888717e-10
0.75,-6.190883e-10,2.738868e-08,-5.531126e-10
0.8,-5.636882e-10,2.141066e-08,-5.928996e-10
0.8500000000000001,-6.120378e-10,3.55824e-08,-6.019655e-10
0.9,-5.934021e-10,1.532843e-08,-5.702374e-10
0.9500000000000001,-6.246277e-10,1.565726e-08,-5.682212e-10
1.0,-5.037575e-10,9.102684e-09,-6.110289e-10
0.9500000000000001,-6.739852e-10,-2.544976e-09,-5.737613e-10
0.9,-5.918932e-10,9.600723e-09,-5.621791e-10
0.8500000000000001,-6.32184e-10,-4.37158e-08,-5.828278e-10
0.8,-4.715243e-10,-1.395676e-08,-5.652007e-10
0.75,-5.883666e-10,-4.43825e-10,-5.78294e-10
0.7000000000000001,-6.039801e-10,-1.284889e-09,-5.959198e-10
0.65,-6.029729e-10,6.423632e-09,-5.596611e-10
0.6000000000000001,-5.813159e-10,-2.475864e-08,-5.838338e-10
0.55,-5.53615e-10,-1.103318e-08,-5.762806e-10
0.5,-5.934034e-10,6.858201e-10,-6.165696e-10
0.45,-5.888722e-10,-7.98382e-10,-5.697338e-10
0.4,-3.818765e-10,-6.810343e-10,-5.828276e-10
0.35000000000000003,-6.60387e-10,-6.140523e-10,-5.707398e-10
0.30000000000000004,-6.034738e-10,8.851281e-11,-5.762786e-10
0.25,-6.271463e-10,-4.221676e-10,-5.616748e-10
0.2,-6.145549e-10,-7.661488e-10,-5.682202e-10
0.15000000000000002,-5.369961e-10,-2.887531e-08,-5.858497e-10
0.1,-5.415286e-10,-5.993843e-09,-6.054902e-10
0.05,-5.923944e-10,-2.740382e-09,-5.742641e-10
0.0,-5.858483e-10,-2.49612e-09,-5.60163e-10
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
