freq__2019-06-27_14-33-42_,rs__2019-06-27_14-33-42_,xs__2019-06-27_14-33-42_,freq__2019-06-27_14-41-42_,rs__2019-06-27_14-41-42_,xs__2019-06-27_14-41-42_,freq__2019-06-27_14-56-42_,rs__2019-06-27_14-56-42_,xs__2019-06-27_14-56-42_,freq__2019-06-27_15-03-26_,rs__2019-06-27_15-03-26_,xs__2019-06-27_15-03-26_,freq__2019-06-27_15-10-12_,rs__2019-06-27_15-10-12_,xs__2019-06-27_15-10-12_,freq__2019-06-27_15-16-58_,rs__2019-06-27_15-16-58_,xs__2019-06-27_15-16-58_,freq__2019-06-27_15-23-44_,rs__2019-06-27_15-23-44_,xs__2019-06-27_15-23-44_,freq__2019-06-27_15-30-28_,rs__2019-06-27_15-30-28_,xs__2019-06-27_15-30-28_,freq__2019-06-27_15-37-14_,rs__2019-06-27_15-37-14_,xs__2019-06-27_15-37-14_,freq__2019-06-27_15-44-02_,rs__2019-06-27_15-44-02_,xs__2019-06-27_15-44-02_,freq__2019-06-27_15-50-48_,rs__2019-06-27_15-50-48_,xs__2019-06-27_15-50-48_,freq__2019-06-27_15-57-32_,rs__2019-06-27_15-57-32_,xs__2019-06-27_15-57-32_,freq__2019-06-27_16-04-18_,rs__2019-06-27_16-04-18_,xs__2019-06-27_16-04-18_,freq__2019-06-27_16-11-04_,rs__2019-06-27_16-11-04_,xs__2019-06-27_16-11-04_
34660735.0,9.140625,-187.875,34656772.0,8.859375,-189.375,34656772.0,8.4296875,-189.25,34656778.0,8.625,-189.25,34656780.0,8.578125,-189.25,34656773.0,8.5546875,-189.25,34656775.0,8.53125,-189.375,34656772.0,8.5625,-189.25,34656774.0,8.5,-189.25,34656771.0,8.484375,-189.375,34656771.0,8.4765625,-189.25,34656772.0,8.4765625,-189.25,34656772.0,8.46875,-189.25,34656772.0,8.453125,-189.25
34660760.0,9.15625,-187.875,34656784.0,8.8984375,-189.375,34656784.0,8.4375,-189.25,34656790.0,8.6015625,-189.25,34656792.0,8.6171875,-189.25,34656785.0,8.5390625,-189.25,34656787.0,8.6015625,-189.25,34656784.0,8.53125,-189.25,34656786.0,8.5,-189.375,34656783.0,8.515625,-189.25,34656783.0,8.5625,-189.25,34656784.0,8.484375,-189.25,34656784.0,8.453125,-189.25,34656784.0,8.5078125,-189.25
34660785.0,9.1875,-187.875,34656797.0,8.90625,-189.375,34656797.0,8.4765625,-189.25,34656803.0,8.6015625,-189.25,34656805.0,8.609375,-189.25,34656798.0,8.625,-189.25,34656800.0,8.59375,-189.25,34656797.0,8.578125,-189.25,34656799.0,8.5703125,-189.25,34656796.0,8.5078125,-189.25,34656796.0,8.53125,-189.25,34656797.0,8.4765625,-189.25,34656797.0,8.5390625,-189.25,34656797.0,8.4609375,-189.25
34660810.0,9.140625,-187.875,34656809.0,8.9296875,-189.375,34656809.0,8.46875,-189.25,34656815.0,8.59375,-189.25,34656817.0,8.640625,-189.25,34656810.0,8.578125,-189.25,34656812.0,8.640625,-189.25,34656809.0,8.546875,-189.25,34656811.0,8.546875,-189.25,34656808.0,8.5546875,-189.25,34656808.0,8.515625,-189.25,34656809.0,8.484375,-189.25,34656809.0,8.5078125,-189.25,34656809.0,8.515625,-189.25
34660835.0,9.21875,-187.75,34656822.0,8.9296875,-189.375,34656822.0,8.4609375,-189.125,34656828.0,8.640625,-189.25,34656830.0,8.6328125,-189.25,34656823.0,8.6171875,-189.25,34656825.0,8.578125,-189.25,34656822.0,8.5703125,-189.25,34656824.0,8.578125,-189.25,34656821.0,8.546875,-189.375,34656821.0,8.5078125,-189.25,34656822.0,8.5078125,-189.25,34656822.0,8.5,-189.25,34656822.0,8.484375,-189.25
34660860.0,9.1875,-187.875,34656834.0,8.9140625,-189.5,34656834.0,8.4765625,-189.125,34656840.0,8.625,-189.25,34656842.0,8.6015625,-189.25,34656835.0,8.5859375,-189.25,34656837.0,8.5859375,-189.25,34656834.0,8.6171875,-189.25,34656836.0,8.6015625,-189.25,34656833.0,8.5,-189.25,34656833.0,8.5390625,-189.25,34656834.0,8.5234375,-189.25,34656834.0,8.5078125,-189.25,34656834.0,8.5234375,-189.25
34660885.0,9.234375,-187.75,34656847.0,8.90625,-189.375,34656847.0,8.4765625,-189.125,34656853.0,8.640625,-189.25,34656855.0,8.5859375,-189.375,34656848.0,8.6328125,-189.25,34656850.0,8.6328125,-189.375,34656847.0,8.578125,-189.375,34656849.0,8.5859375,-189.25,34656846.0,8.5078125,-189.25,34656846.0,8.5,-189.25,34656847.0,8.4921875,-189.25,34656847.0,8.5234375,-189.25,34656847.0,8.5078125,-189.25
34660910.0,9.21875,-187.75,34656859.0,8.9453125,-189.375,34656859.0,8.4453125,-189.25,34656865.0,8.6484375,-189.25,34656867.0,8.6015625,-189.25,34656860.0,8.578125,-189.25,34656862.0,8.6015625,-189.25,34656859.0,8.5390625,-189.25,34656861.0,8.5859375,-189.25,34656858.0,8.546875,-189.25,34656858.0,8.5546875,-189.25,34656859.0,8.4921875,-189.25,34656859.0,8.515625,-189.25,34656859.0,8.53125,-189.125
34660935.0,9.2265625,-187.75,34656872.0,8.9296875,-189.5,34656872.0,8.5078125,-189.25,34656878.0,8.6484375,-189.25,34656880.0,8.6015625,-189.25,34656873.0,8.609375,-189.25,34656875.0,8.6328125,-189.25,34656872.0,8.546875,-189.25,34656874.0,8.5546875,-189.25,34656871.0,8.5546875,-189.25,34656871.0,8.578125,-189.25,34656872.0,8.5078125,-189.25,34656872.0,8.484375,-189.25,34656872.0,8.4921875,-189.25
34660960.0,9.1328125,-187.75,34656884.0,8.9375,-189.375,34656884.0,8.4921875,-189.25,34656890.0,8.65625,-189.25,34656892.0,8.6015625,-189.25,34656885.0,8.6328125,-189.25,34656887.0,8.59375,-189.25,34656884.0,8.578125,-189.25,34656886.0,8.6171875,-189.25,34656883.0,8.515625,-189.25,34656883.0,8.546875,-189.25,34656884.0,8.5234375,-189.25,34656884.0,8.515625,-189.25,34656884.0,8.4921875,-189.25
34660985.0,9.1796875,-187.875,34656897.0,8.9609375,-189.375,34656897.0,8.5078125,-189.125,34656903.0,8.6328125,-189.25,34656905.0,8.625,-189.25,34656898.0,8.6328125,-189.25,34656900.0,8.578125,-189.25,34656897.0,8.625,-189.25,34656899.0,8.6015625,-189.25,34656896.0,8.578125,-189.25,34656896.0,8.5390625,-189.25,34656897.0,8.5078125,-189.25,34656897.0,8.5078125,-189.25,34656897.0,8.46875,-189.25
34661010.0,9.171875,-187.75,34656909.0,8.96875,-189.375,34656909.0,8.4921875,-189.125,34656915.0,8.609375,-189.25,34656917.0,8.625,-189.25,34656910.0,8.640625,-189.25,34656912.0,8.609375,-189.25,34656909.0,8.625,-189.25,34656911.0,8.578125,-189.25,34656908.0,8.546875,-189.25,34656908.0,8.5859375,-189.25,34656909.0,8.53125,-189.25,34656909.0,8.515625,-189.25,34656909.0,8.4921875,-189.25
34661035.0,9.2578125,-187.75,34656922.0,8.953125,-189.375,34656922.0,8.4921875,-189.125,34656928.0,8.65625,-189.25,34656930.0,8.640625,-189.25,34656923.0,8.6328125,-189.25,34656925.0,8.625,-189.25,34656922.0,8.5703125,-189.25,34656924.0,8.59375,-189.25,34656921.0,8.546875,-189.25,34656921.0,8.5625,-189.25,34656922.0,8.5703125,-189.25,34656922.0,8.5546875,-189.25,34656922.0,8.5078125,-189.25
