freq__2019-06-27_14-33-42_,rs__2019-06-27_14-33-42_,xs__2019-06-27_14-33-42_,freq__2019-06-27_14-41-42_,rs__2019-06-27_14-41-42_,xs__2019-06-27_14-41-42_,freq__2019-06-27_14-56-42_,rs__2019-06-27_14-56-42_,xs__2019-06-27_14-56-42_,freq__2019-06-27_15-03-26_,rs__2019-06-27_15-03-26_,xs__2019-06-27_15-03-26_,freq__2019-06-27_15-10-12_,rs__2019-06-27_15-10-12_,xs__2019-06-27_15-10-12_,freq__2019-06-27_15-16-58_,rs__2019-06-27_15-16-58_,xs__2019-06-27_15-16-58_,freq__2019-06-27_15-23-44_,rs__2019-06-27_15-23-44_,xs__2019-06-27_15-23-44_,freq__2019-06-27_15-30-28_,rs__2019-06-27_15-30-28_,xs__2019-06-27_15-30-28_,freq__2019-06-27_15-37-14_,rs__2019-06-27_15-37-14_,xs__2019-06-27_15-37-14_,freq__2019-06-27_15-44-02_,rs__2019-06-27_15-44-02_,xs__2019-06-27_15-44-02_,freq__2019-06-27_15-50-48_,rs__2019-06-27_15-50-48_,xs__2019-06-27_15-50-48_,freq__2019-06-27_15-57-32_,rs__2019-06-27_15-57-32_,xs__2019-06-27_15-57-32_,freq__2019-06-27_16-04-18_,rs__2019-06-27_16-04-18_,xs__2019-06-27_16-04-18_,freq__2019-06-27_16-11-04_,rs__2019-06-27_16-11-04_,xs__2019-06-27_16-11-04_
14847312.0,5.6875,-425.75,14854597.0,5.04296875,-409.25,14859845.0,3.982421875,-332.0,14862482.0,65.0625,-1071.0,14866526.0,5.62890625,-495.5,14866523.0,5.66015625,-495.5,14866522.0,5.62109375,-495.5,14866521.0,5.55859375,-495.75,14866521.0,5.58984375,-495.5,14866521.0,5.3828125,-495.5,14866520.0,5.34765625,-495.5,14866520.0,5.625,-495.5,14866521.0,5.31640625,-495.5,14866521.0,5.3046875,-495.5
14847327.0,5.796875,-426.0,14854604.0,5.07421875,-409.25,14859852.0,4.01953125,-331.75,14862489.0,65.75,-1058.0,14866533.0,6.0546875,-495.25,14866530.0,5.67578125,-495.5,14866529.0,5.52734375,-495.5,14866528.0,5.67578125,-495.5,14866528.0,5.76171875,-495.5,14866528.0,5.6015625,-495.5,14866527.0,5.46875,-495.5,14866527.0,5.59375,-495.5,14866528.0,5.6328125,-495.5,14866528.0,5.4375,-495.25
14847342.0,5.7734375,-425.75,14854612.0,5.0546875,-409.25,14859860.0,4.08203125,-331.0,14862497.0,64.0,-1046.0,14866541.0,5.7265625,-495.5,14866538.0,5.546875,-495.25,14866537.0,5.6328125,-495.5,14866536.0,5.75,-495.5,14866536.0,5.53125,-495.25,14866536.0,5.640625,-495.25,14866535.0,5.5,-495.5,14866535.0,5.515625,-495.5,14866536.0,5.5625,-495.25,14866536.0,5.578125,-495.25
14847357.0,5.875,-425.75,14854619.0,5.19140625,-409.0,14859867.0,4.01953125,-330.75,14862504.0,61.375,-1034.0,14866548.0,5.84375,-495.25,14866545.0,5.9609375,-495.5,14866544.0,5.390625,-495.25,14866543.0,5.84765625,-495.25,14866543.0,5.51171875,-495.25,14866543.0,5.43359375,-495.25,14866542.0,5.78515625,-495.5,14866542.0,5.46484375,-495.0,14866543.0,5.46484375,-495.25,14866543.0,5.3984375,-495.25
14847372.0,5.91015625,-425.75,14854627.0,5.1640625,-409.0,14859875.0,4.0546875,-330.5,14862512.0,60.0,-1026.0,14866556.0,5.73828125,-495.25,14866553.0,5.80859375,-495.25,14866552.0,5.734375,-495.25,14866551.0,5.75390625,-495.25,14866551.0,5.8515625,-495.25,14866551.0,5.49609375,-495.25,14866550.0,5.25390625,-495.5,14866550.0,5.6171875,-495.5,14866551.0,5.53515625,-495.5,14866551.0,5.4765625,-495.25
14847387.0,5.9453125,-425.75,14854634.0,5.04296875,-409.25,14859882.0,4.15625,-330.0,14862519.0,56.78125,-1014.0,14866563.0,5.81640625,-495.0,14866560.0,5.65625,-495.25,14866559.0,5.4609375,-495.25,14866558.0,6.0625,-495.25,14866558.0,5.79296875,-495.0,14866558.0,5.4140625,-495.0,14866557.0,5.6328125,-495.0,14866557.0,5.3828125,-495.25,14866558.0,5.4921875,-495.25,14866558.0,5.46875,-495.25
14847402.0,5.87109375,-426.0,14854642.0,5.12109375,-409.25,14859890.0,4.0625,-329.5,14862527.0,54.78125,-1004.5,14866571.0,5.6796875,-495.0,14866568.0,5.80078125,-495.0,14866567.0,5.68359375,-495.0,14866566.0,5.89453125,-495.25,14866566.0,5.7265625,-495.0,14866566.0,5.56640625,-495.0,14866565.0,5.50390625,-495.25,14866565.0,5.578125,-495.25,14866566.0,5.54296875,-495.0,14866566.0,5.51171875,-495.0
14847417.0,5.9453125,-426.0,14854649.0,5.25,-409.0,14859897.0,4.234375,-329.25,14862534.0,53.65625,-994.5,14866578.0,5.80078125,-495.0,14866575.0,5.6171875,-495.0,14866574.0,5.65234375,-495.0,14866573.0,5.70703125,-495.0,14866573.0,5.671875,-495.0,14866573.0,5.40234375,-494.75,14866572.0,5.36328125,-495.0,14866572.0,5.66796875,-495.0,14866573.0,5.43359375,-495.0,14866573.0,5.3984375,-494.75
14847432.0,5.90625,-426.0,14854657.0,5.08203125,-409.25,14859905.0,4.24609375,-329.0,14862542.0,52.1875,-987.0,14866586.0,5.640625,-495.0,14866583.0,5.796875,-495.0,14866582.0,5.70703125,-495.0,14866581.0,5.6484375,-495.0,14866581.0,5.4609375,-494.75,14866581.0,5.72265625,-495.0,14866580.0,5.62109375,-495.25,14866580.0,5.35546875,-495.25,14866581.0,5.55078125,-494.75,14866581.0,5.3984375,-495.0
14847447.0,5.87890625,-425.75,14854664.0,5.23046875,-409.0,14859912.0,4.25390625,-328.5,14862549.0,51.21875,-977.0,14866593.0,5.76953125,-494.75,14866590.0,5.7890625,-494.75,14866589.0,5.72265625,-495.0,14866588.0,5.890625,-494.75,14866588.0,5.59375,-495.0,14866588.0,5.43359375,-495.0,14866587.0,5.55078125,-495.0,14866587.0,5.609375,-495.0,14866588.0,5.44140625,-495.0,14866588.0,5.49609375,-494.5
