freq__2019-06-28_12-09-26_,rs__2019-06-28_12-09-26_,xs__2019-06-28_12-09-26_,freq__2019-06-28_12-12-26_,rs__2019-06-28_12-12-26_,xs__2019-06-28_12-12-26_,freq__2019-06-28_12-14-11_,rs__2019-06-28_12-14-11_,xs__2019-06-28_12-14-11_,freq__2019-06-28_12-15-56_,rs__2019-06-28_12-15-56_,xs__2019-06-28_12-15-56_,freq__2019-06-28_12-17-41_,rs__2019-06-28_12-17-41_,xs__2019-06-28_12-17-41_,freq__2019-06-28_12-19-26_,rs__2019-06-28_12-19-26_,xs__2019-06-28_12-19-26_,freq__2019-06-28_12-21-11_,rs__2019-06-28_12-21-11_,xs__2019-06-28_12-21-11_,freq__2019-06-28_12-22-56_,rs__2019-06-28_12-22-56_,xs__2019-06-28_12-22-56_,freq__2019-06-28_12-24-41_,rs__2019-06-28_12-24-41_,xs__2019-06-28_12-24-41_
14852004.0,8.125,-396.5,14851833.0,8.203125,-398.25,14851822.0,7.77734375,-398.25,14851872.0,8.375,-398.75,14851922.0,8.8671875,-398.25,14851911.0,8.21875,-397.25,14851840.0,8.0234375,-398.0,14851850.0,8.546875,-398.0,14851860.0,8.25,-397.75
14852024.0,8.203125,-396.25,14851853.0,8.0078125,-397.75,14851842.0,7.82421875,-398.0,14851892.0,8.5703125,-398.5,14851942.0,9.0,-398.0,14851931.0,8.4140625,-397.5,14851860.0,8.0859375,-398.0,14851870.0,8.5546875,-397.75,14851880.0,8.375,-397.75
14852044.0,8.28125,-396.25,14851873.0,8.1484375,-397.75,14851862.0,7.6796875,-398.0,14851912.0,8.5625,-398.5,14851962.0,8.9375,-398.0,14851951.0,8.453125,-397.25,14851880.0,8.28125,-398.0,14851890.0,8.796875,-397.5,14851900.0,8.5859375,-397.5
14852064.0,8.1953125,-396.0,14851893.0,8.078125,-397.5,14851882.0,7.828125,-397.75,14851932.0,8.6484375,-398.25,14851982.0,8.796875,-398.0,14851971.0,8.4375,-397.0,14851900.0,8.265625,-397.75,14851910.0,8.796875,-397.5,14851920.0,8.5859375,-397.25
14852084.0,8.4296875,-395.5,14851913.0,8.265625,-397.25,14851902.0,7.84375,-397.5,14851952.0,8.546875,-398.0,14852002.0,8.9140625,-397.5,14851991.0,8.5,-396.75,14851920.0,8.171875,-397.5,14851930.0,8.609375,-397.25,14851940.0,8.546875,-397.0
14852104.0,8.1796875,-395.5,14851933.0,8.1171875,-397.25,14851922.0,7.91796875,-397.5,14851972.0,8.6328125,-398.0,14852022.0,8.9453125,-397.5,14852011.0,8.515625,-396.5,14851940.0,8.25,-397.25,14851950.0,8.765625,-396.75,14851960.0,8.5546875,-396.75
14852124.0,8.2578125,-395.25,14851953.0,8.015625,-396.75,14851942.0,7.83203125,-397.0,14851992.0,8.6328125,-397.75,14852042.0,8.984375,-397.25,14852031.0,8.53125,-396.25,14851960.0,8.3125,-397.0,14851970.0,8.921875,-396.75,14851980.0,8.6796875,-396.75
14852144.0,8.296875,-395.25,14851973.0,8.1640625,-396.75,14851962.0,7.88671875,-397.25,14852012.0,8.8046875,-397.5,14852062.0,9.015625,-397.0,14852051.0,8.5625,-396.25,14851980.0,8.390625,-397.0,14851990.0,8.8828125,-396.75,14852000.0,8.703125,-396.5
14852164.0,8.28125,-394.75,14851993.0,8.3125,-396.5,14851982.0,7.96875,-396.75,14852032.0,8.7109375,-397.25,14852082.0,9.0546875,-396.75,14852071.0,8.71875,-396.0,14852000.0,8.3359375,-396.75,14852010.0,9.0,-396.25,14852020.0,8.7109375,-396.5
14852184.0,8.4140625,-394.5,14852013.0,8.25,-396.25,14852002.0,7.88671875,-396.5,14852052.0,8.5546875,-397.0,14852102.0,9.0546875,-396.5,14852091.0,8.7265625,-395.75,14852020.0,8.1953125,-396.25,14852030.0,8.984375,-396.25,14852040.0,8.734375,-396.0
