freq__2019-06-27_14-33-42_,rs__2019-06-27_14-33-42_,xs__2019-06-27_14-33-42_,freq__2019-06-27_14-41-42_,rs__2019-06-27_14-41-42_,xs__2019-06-27_14-41-42_,freq__2019-06-27_14-56-42_,rs__2019-06-27_14-56-42_,xs__2019-06-27_14-56-42_,freq__2019-06-27_15-03-26_,rs__2019-06-27_15-03-26_,xs__2019-06-27_15-03-26_,freq__2019-06-27_15-10-12_,rs__2019-06-27_15-10-12_,xs__2019-06-27_15-10-12_,freq__2019-06-27_15-16-58_,rs__2019-06-27_15-16-58_,xs__2019-06-27_15-16-58_,freq__2019-06-27_15-23-44_,rs__2019-06-27_15-23-44_,xs__2019-06-27_15-23-44_,freq__2019-06-27_15-30-28_,rs__2019-06-27_15-30-28_,xs__2019-06-27_15-30-28_,freq__2019-06-27_15-37-14_,rs__2019-06-27_15-37-14_,xs__2019-06-27_15-37-14_,freq__2019-06-27_15-44-02_,rs__2019-06-27_15-44-02_,xs__2019-06-27_15-44-02_,freq__2019-06-27_15-50-48_,rs__2019-06-27_15-50-48_,xs__2019-06-27_15-50-48_,freq__2019-06-27_15-57-32_,rs__2019-06-27_15-57-32_,xs__2019-06-27_15-57-32_,freq__2019-06-27_16-04-18_,rs__2019-06-27_16-04-18_,xs__2019-06-27_16-04-18_
54453538.0,10.6328125,-123.5,54459289.0,10.4765625,-123.1875,54459285.0,10.3125,-123.1875,54459298.0,10.3359375,-123.1875,54459294.0,10.3125,-123.1875,54459287.0,10.2890625,-123.1875,54459287.0,10.2578125,-123.1875,54459286.0,10.265625,-123.1875,54459282.0,10.2734375,-123.1875,54459284.0,10.2421875,-123.1875,54459285.0,10.2109375,-123.1875,54459284.0,10.2109375,-123.1875,54459285.0,10.234375,-123.1875
54453573.0,10.640625,-123.5,54459306.0,10.4921875,-123.1875,54459302.0,10.2890625,-123.1875,54459315.0,10.3203125,-123.1875,54459311.0,10.3203125,-123.25,54459304.0,10.3046875,-123.1875,54459304.0,10.28125,-123.1875,54459303.0,10.265625,-123.1875,54459299.0,10.265625,-123.1875,54459301.0,10.2578125,-123.1875,54459302.0,10.21875,-123.1875,54459301.0,10.2265625,-123.1875,54459302.0,10.2109375,-123.1875
54453608.0,10.640625,-123.5,54459324.0,10.4765625,-123.25,54459320.0,10.3046875,-123.1875,54459333.0,10.328125,-123.1875,54459329.0,10.296875,-123.25,54459322.0,10.3125,-123.1875,54459322.0,10.2734375,-123.1875,54459321.0,10.2578125,-123.1875,54459317.0,10.265625,-123.1875,54459319.0,10.2578125,-123.1875,54459320.0,10.2578125,-123.1875,54459319.0,10.265625,-123.1875,54459320.0,10.25,-123.1875
54453643.0,10.625,-123.5,54459341.0,10.453125,-123.1875,54459337.0,10.3359375,-123.125,54459350.0,10.3046875,-123.1875,54459346.0,10.3125,-123.1875,54459339.0,10.3125,-123.1875,54459339.0,10.2890625,-123.1875,54459338.0,10.2734375,-123.1875,54459334.0,10.2734375,-123.1875,54459336.0,10.25,-123.1875,54459337.0,10.234375,-123.1875,54459336.0,10.234375,-123.1875,54459337.0,10.21875,-123.1875
54453678.0,10.640625,-123.5,54459359.0,10.5,-123.25,54459355.0,10.3046875,-123.1875,54459368.0,10.34375,-123.1875,54459364.0,10.328125,-123.25,54459357.0,10.3046875,-123.1875,54459357.0,10.296875,-123.1875,54459356.0,10.2734375,-123.1875,54459352.0,10.2734375,-123.1875,54459354.0,10.25,-123.1875,54459355.0,10.2421875,-123.1875,54459354.0,10.2421875,-123.1875,54459355.0,10.2421875,-123.1875
54453713.0,10.6484375,-123.5,54459376.0,10.484375,-123.1875,54459372.0,10.296875,-123.125,54459385.0,10.3359375,-123.1875,54459381.0,10.3203125,-123.1875,54459374.0,10.2890625,-123.1875,54459374.0,10.28125,-123.1875,54459373.0,10.28125,-123.1875,54459369.0,10.265625,-123.1875,54459371.0,10.25,-123.1875,54459372.0,10.2421875,-123.1875,54459371.0,10.25,-123.1875,54459372.0,10.2578125,-123.1875
54453748.0,10.640625,-123.5,54459394.0,10.4921875,-123.25,54459390.0,10.3359375,-123.1875,54459403.0,10.3515625,-123.1875,54459399.0,10.3125,-123.1875,54459392.0,10.3046875,-123.1875,54459392.0,10.265625,-123.1875,54459391.0,10.28125,-123.1875,54459387.0,10.265625,-123.25,54459389.0,10.265625,-123.1875,54459390.0,10.2421875,-123.1875,54459389.0,10.234375,-123.1875,54459390.0,10.2265625,-123.1875
54453783.0,10.65625,-123.5,54459411.0,10.484375,-123.1875,54459407.0,10.3203125,-123.125,54459420.0,10.328125,-123.1875,54459416.0,10.3203125,-123.1875,54459409.0,10.2890625,-123.1875,54459409.0,10.296875,-123.1875,54459408.0,10.2734375,-123.1875,54459404.0,10.265625,-123.1875,54459406.0,10.2421875,-123.1875,54459407.0,10.2578125,-123.1875,54459406.0,10.2421875,-123.1875,54459407.0,10.203125,-123.1875
54453818.0,10.640625,-123.4375,54459429.0,10.515625,-123.25,54459425.0,10.296875,-123.1875,54459438.0,10.3359375,-123.1875,54459434.0,10.3515625,-123.1875,54459427.0,10.328125,-123.1875,54459427.0,10.3203125,-123.1875,54459426.0,10.296875,-123.1875,54459422.0,10.234375,-123.1875,54459424.0,10.2578125,-123.1875,54459425.0,10.265625,-123.1875,54459424.0,10.234375,-123.1875,54459425.0,10.21875,-123.1875
54453853.0,10.625,-123.5,54459446.0,10.5078125,-123.1875,54459442.0,10.3203125,-123.125,54459455.0,10.328125,-123.1875,54459451.0,10.3046875,-123.1875,54459444.0,10.3359375,-123.1875,54459444.0,10.3046875,-123.1875,54459443.0,10.28125,-123.1875,54459439.0,10.2734375,-123.1875,54459441.0,10.265625,-123.1875,54459442.0,10.2578125,-123.1875,54459441.0,10.28125,-123.1875,54459442.0,10.21875,-123.1875
