freq__2019-06-27_14-33-42_,rs__2019-06-27_14-33-42_,xs__2019-06-27_14-33-42_,freq__2019-06-27_14-41-42_,rs__2019-06-27_14-41-42_,xs__2019-06-27_14-41-42_,freq__2019-06-27_14-56-42_,rs__2019-06-27_14-56-42_,xs__2019-06-27_14-56-42_,freq__2019-06-27_15-03-26_,rs__2019-06-27_15-03-26_,xs__2019-06-27_15-03-26_,freq__2019-06-27_15-10-12_,rs__2019-06-27_15-10-12_,xs__2019-06-27_15-10-12_,freq__2019-06-27_15-16-58_,rs__2019-06-27_15-16-58_,xs__2019-06-27_15-16-58_,freq__2019-06-27_15-23-44_,rs__2019-06-27_15-23-44_,xs__2019-06-27_15-23-44_,freq__2019-06-27_15-30-28_,rs__2019-06-27_15-30-28_,xs__2019-06-27_15-30-28_,freq__2019-06-27_15-37-14_,rs__2019-06-27_15-37-14_,xs__2019-06-27_15-37-14_,freq__2019-06-27_15-44-02_,rs__2019-06-27_15-44-02_,xs__2019-06-27_15-44-02_,freq__2019-06-27_15-50-48_,rs__2019-06-27_15-50-48_,xs__2019-06-27_15-50-48_,freq__2019-06-27_15-57-32_,rs__2019-06-27_15-57-32_,xs__2019-06-27_15-57-32_,freq__2019-06-27_16-04-18_,rs__2019-06-27_16-04-18_,xs__2019-06-27_16-04-18_
74239534.0,11.6953125,-91.5,74262320.0,11.609375,-91.25,74262326.0,11.5,-91.25,74262336.0,11.5,-91.25,74262331.0,11.4765625,-91.25,74262327.0,11.4765625,-91.25,74262318.0,11.46875,-91.25,74262320.0,11.453125,-91.25,74262322.0,11.4609375,-91.25,74262315.0,11.4453125,-91.25,74262318.0,11.421875,-91.25,74262319.0,11.4296875,-91.25,74262320.0,11.40625,-91.25
74239579.0,11.6796875,-91.5,74262342.0,11.6015625,-91.25,74262348.0,11.515625,-91.25,74262358.0,11.5,-91.25,74262353.0,11.4765625,-91.25,74262349.0,11.4921875,-91.25,74262340.0,11.4609375,-91.25,74262342.0,11.4609375,-91.25,74262344.0,11.46875,-91.25,74262337.0,11.4375,-91.25,74262340.0,11.4296875,-91.25,74262341.0,11.4296875,-91.25,74262342.0,11.421875,-91.25
74239624.0,11.6953125,-91.5,74262365.0,11.6015625,-91.25,74262371.0,11.5234375,-91.25,74262381.0,11.5078125,-91.25,74262376.0,11.484375,-91.25,74262372.0,11.4921875,-91.25,74262363.0,11.46875,-91.25,74262365.0,11.4375,-91.25,74262367.0,11.453125,-91.25,74262360.0,11.4609375,-91.25,74262363.0,11.4375,-91.25,74262364.0,11.4375,-91.25,74262365.0,11.421875,-91.25
74239669.0,11.671875,-91.5,74262387.0,11.578125,-91.25,74262393.0,11.5078125,-91.25,74262403.0,11.5078125,-91.25,74262398.0,11.4921875,-91.25,74262394.0,11.4921875,-91.25,74262385.0,11.4765625,-91.25,74262387.0,11.4453125,-91.25,74262389.0,11.4609375,-91.25,74262382.0,11.453125,-91.3125,74262385.0,11.4453125,-91.25,74262386.0,11.4375,-91.25,74262387.0,11.453125,-91.25
74239714.0,11.703125,-91.5,74262410.0,11.6171875,-91.25,74262416.0,11.5234375,-91.25,74262426.0,11.5078125,-91.25,74262421.0,11.5,-91.25,74262417.0,11.5,-91.25,74262408.0,11.484375,-91.25,74262410.0,11.46875,-91.25,74262412.0,11.453125,-91.25,74262405.0,11.453125,-91.25,74262408.0,11.4453125,-91.25,74262409.0,11.4375,-91.25,74262410.0,11.4296875,-91.25
74239759.0,11.6875,-91.5,74262432.0,11.6328125,-91.25,74262438.0,11.5078125,-91.25,74262448.0,11.515625,-91.25,74262443.0,11.5078125,-91.25,74262439.0,11.5,-91.25,74262430.0,11.46875,-91.25,74262432.0,11.46875,-91.25,74262434.0,11.4609375,-91.25,74262427.0,11.4375,-91.25,74262430.0,11.4375,-91.25,74262431.0,11.421875,-91.25,74262432.0,11.421875,-91.25
74239804.0,11.6953125,-91.5,74262455.0,11.6015625,-91.25,74262461.0,11.5234375,-91.25,74262471.0,11.515625,-91.25,74262466.0,11.4921875,-91.25,74262462.0,11.5,-91.25,74262453.0,11.4921875,-91.25,74262455.0,11.4609375,-91.25,74262457.0,11.4453125,-91.25,74262450.0,11.4453125,-91.25,74262453.0,11.4375,-91.25,74262454.0,11.421875,-91.25,74262455.0,11.4453125,-91.25
74239849.0,11.703125,-91.5,74262477.0,11.609375,-91.25,74262483.0,11.5234375,-91.25,74262493.0,11.5234375,-91.25,74262488.0,11.5078125,-91.25,74262484.0,11.4921875,-91.25,74262475.0,11.484375,-91.25,74262477.0,11.4609375,-91.25,74262479.0,11.453125,-91.25,74262472.0,11.4609375,-91.25,74262475.0,11.4453125,-91.25,74262476.0,11.4453125,-91.25,74262477.0,11.4296875,-91.25
74239894.0,11.6875,-91.5,74262500.0,11.6328125,-91.25,74262506.0,11.53125,-91.25,74262516.0,11.5,-91.25,74262511.0,11.515625,-91.25,74262507.0,11.4765625,-91.25,74262498.0,11.484375,-91.25,74262500.0,11.4609375,-91.25,74262502.0,11.453125,-91.25,74262495.0,11.453125,-91.25,74262498.0,11.453125,-91.25,74262499.0,11.4296875,-91.25,74262500.0,11.4296875,-91.25
74239939.0,11.703125,-91.5,74262522.0,11.640625,-91.25,74262528.0,11.5078125,-91.25,74262538.0,11.5078125,-91.25,74262533.0,11.5078125,-91.25,74262529.0,11.5,-91.25,74262520.0,11.4765625,-91.25,74262522.0,11.4765625,-91.25,74262524.0,11.4609375,-91.25,74262517.0,11.4609375,-91.25,74262520.0,11.4453125,-91.25,74262521.0,11.4375,-91.25,74262522.0,11.4296875,-91.25
