freq__2019-06-27_16-18-43_,rs__2019-06-27_16-18-43_,xs__2019-06-27_16-18-43_
74262326.0,11.4140625,-91.25
74262348.0,11.40625,-91.25
74262371.0,11.40625,-91.25
74262393.0,11.421875,-91.25
74262416.0,11.4140625,-91.25
74262438.0,11.421875,-91.25
74262461.0,11.40625,-91.25
74262483.0,11.421875,-91.25
74262506.0,11.4140625,-91.25
74262528.0,11.4296875,-91.25
74262551.0,11.421875,-91.25
74262573.0,11.4140625,-91.25
74262596.0,11.4296875,-91.25
74262618.0,11.4296875,-91.25
74262641.0,11.421875,-91.25
74262663.0,11.4296875,-91.25
74262686.0,11.421875,-91.25
74262708.0,11.4296875,-91.25
74262731.0,11.4140625,-91.25
74262753.0,11.4140625,-91.25
74262776.0,11.4140625,-91.25
74262798.0,11.4296875,-91.25
74262821.0,11.4296875,-91.25
74262843.0,11.40625,-91.25
74262866.0,11.421875,-91.25
74262888.0,11.4375,-91.25
74262911.0,11.4375,-91.25
74262933.0,11.421875,-91.25
74262956.0,11.4296875,-91.25
74262978.0,11.421875,-91.25
74263001.0,11.4296875,-91.25
74263023.0,11.421875,-91.25
74263046.0,11.4375,-91.25
74263068.0,11.4296875,-91.25
74263091.0,11.4296875,-91.25
74263113.0,11.40625,-91.25
74263136.0,11.4296875,-91.25
74263158.0,11.421875,-91.25
74263181.0,11.4140625,-91.25
74263203.0,11.421875,-91.25
74263226.0,11.421875,-91.25
74263248.0,11.421875,-91.25
74263271.0,11.421875,-91.25
74263293.0,11.4296875,-91.25
74263316.0,11.4453125,-91.25
74263339.0,11.421875,-91.25
74263361.0,11.4296875,-91.25
74263384.0,11.4140625,-91.25
74263406.0,11.421875,-91.25
74263429.0,11.421875,-91.25
74263451.0,11.4296875,-91.25
74263474.0,11.4375,-91.25
74263496.0,11.4453125,-91.25
74263519.0,11.4296875,-91.25
74263541.0,11.421875,-91.25
74263564.0,11.4453125,-91.25
74263586.0,11.421875,-91.25
74263609.0,11.4375,-91.25
74263631.0,11.453125,-91.25
74263654.0,11.4296875,-91.25
74263676.0,11.4375,-91.25
74263699.0,11.4296875,-91.25
74263721.0,11.421875,-91.25
74263744.0,11.4140625,-91.1875
74263766.0,11.421875,-91.25
74263789.0,11.4453125,-91.25
74263811.0,11.4375,-91.25
74263834.0,11.421875,-91.1875
74263856.0,11.4296875,-91.25
74263879.0,11.4375,-91.1875
74263901.0,11.4296875,-91.25
74263924.0,11.421875,-91.25
74263946.0,11.421875,-91.1875
74263969.0,11.4375,-91.25
74263991.0,11.4296875,-91.1875
74264014.0,11.515625,-91.1875
74264036.0,11.421875,-91.1875
74264059.0,11.4375,-91.25
74264081.0,11.4375,-91.25
74264104.0,11.4296875,-91.25
74264126.0,11.4375,-91.25
74264149.0,11.421875,-91.1875
74264171.0,11.4375,-91.25
74264194.0,11.4296875,-91.1875
74264216.0,11.421875,-91.25
74264239.0,11.4375,-91.1875
74264261.0,11.421875,-91.25
74264284.0,11.4453125,-91.1875
74264306.0,11.4453125,-91.1875
74264329.0,11.4453125,-91.1875
74264352.0,11.4453125,-91.1875
74264374.0,11.4296875,-91.1875
74264397.0,11.4375,-91.1875
74264419.0,11.4296875,-91.1875
74264442.0,11.4375,-91.1875
74264464.0,11.4140625,-91.1875
74264487.0,11.421875,-91.1875
74264509.0,11.4453125,-91.1875
74264532.0,11.4453125,-91.1875
74264554.0,11.4375,-91.25
74264577.0,11.4375,-91.1875
74264599.0,11.4453125,-91.1875
74264622.0,11.453125,-91.1875
74264644.0,11.4453125,-91.1875
74264667.0,11.4375,-91.1875
74264689.0,11.5,-91.125
74264712.0,11.4375,-91.1875
74264734.0,11.4375,-91.1875
74264757.0,11.4375,-91.25
74264779.0,11.4375,-91.1875
74264802.0,11.4375,-91.1875
74264824.0,11.4375,-91.1875
74264847.0,11.4296875,-91.1875
74264869.0,11.4453125,-91.1875
74264892.0,11.4375,-91.1875
74264914.0,11.4453125,-91.1875
74264937.0,11.4453125,-91.1875
74264959.0,11.4296875,-91.1875
74264982.0,11.4375,-91.1875
74265004.0,11.4296875,-91.1875
74265027.0,11.4453125,-91.1875
74265049.0,11.4296875,-91.1875
74265072.0,11.4296875,-91.1875
74265094.0,11.4375,-91.1875
74265117.0,11.4453125,-91.1875
74265139.0,11.4453125,-91.1875
74265162.0,11.4453125,-91.1875
74265184.0,11.4296875,-91.1875
74265207.0,11.4375,-91.1875
74265229.0,11.453125,-91.1875
74265252.0,11.4375,-91.1875
74265274.0,11.4296875,-91.1875
74265297.0,11.4453125,-91.1875
74265319.0,11.4296875,-91.1875
74265342.0,11.4375,-91.1875
74265365.0,11.4375,-91.1875
74265387.0,11.4453125,-91.1875
74265410.0,11.4296875,-91.1875
74265432.0,11.4296875,-91.1875
74265455.0,11.4375,-91.1875
74265477.0,11.453125,-91.1875
74265500.0,11.4375,-91.1875
74265522.0,11.4296875,-91.1875
74265545.0,11.4375,-91.1875
74265567.0,11.4375,-91.1875
74265590.0,11.4453125,-91.1875
74265612.0,11.4453125,-91.1875
74265635.0,11.4375,-91.1875
74265657.0,11.4609375,-91.1875
74265680.0,11.4375,-91.1875
74265702.0,11.4453125,-91.1875
74265725.0,11.4375,-91.1875
74265747.0,11.4453125,-91.1875
74265770.0,11.4375,-91.1875
74265792.0,11.4375,-91.1875
74265815.0,11.4375,-91.1875
74265837.0,11.4453125,-91.1875
74265860.0,11.4453125,-91.1875
74265882.0,11.4375,-91.1875
74265905.0,11.4375,-91.1875
74265927.0,11.4453125,-91.1875
74265950.0,11.4296875,-91.1875
74265972.0,11.4453125,-91.125
74265995.0,11.4375,-91.1875
74266017.0,11.4375,-91.1875
74266040.0,11.4453125,-91.125
74266062.0,11.4375,-91.1875
74266085.0,11.4375,-91.125
74266107.0,11.4296875,-91.1875
74266130.0,11.4453125,-91.1875
74266152.0,11.453125,-91.1875
74266175.0,11.4375,-91.125
74266197.0,11.4453125,-91.125
74266220.0,11.4375,-91.125
74266242.0,11.4296875,-91.1875
74266265.0,11.4375,-91.125
74266287.0,11.4453125,-91.125
74266310.0,11.453125,-91.125
74266333.0,11.4375,-91.125
74266355.0,11.4375,-91.125
74266378.0,11.4453125,-91.125
74266400.0,11.4375,-91.125
74266423.0,11.421875,-91.125
74266445.0,11.4296875,-91.125
74266468.0,11.4453125,-91.125
74266490.0,11.4296875,-91.125
74266513.0,11.4453125,-91.125
74266535.0,11.4453125,-91.125
74266558.0,11.4453125,-91.125
74266580.0,11.3828125,-91.0625
74266603.0,11.4375,-91.125
74266625.0,11.4453125,-91.125
74266648.0,11.4296875,-91.125
74266670.0,11.4296875,-91.125
74266693.0,11.4453125,-91.125
74266715.0,11.4375,-91.125
74266738.0,11.4453125,-91.125
74266760.0,11.4453125,-91.125
74266783.0,11.453125,-91.125
74266805.0,11.4375,-91.125
74266828.0,11.4453125,-91.125
74266850.0,11.4375,-91.125
74266873.0,11.4296875,-91.125
74266895.0,11.4453125,-91.125
74266918.0,11.4375,-91.125
74266940.0,11.4453125,-91.125
74266963.0,11.453125,-91.125
74266985.0,11.453125,-91.125
74267008.0,11.453125,-91.125
74267030.0,11.4375,-91.125
74267053.0,11.4375,-91.125
74267075.0,11.4375,-91.125
74267098.0,11.4609375,-91.125
74267120.0,11.4375,-91.125
74267143.0,11.4375,-91.125
74267165.0,11.4375,-91.125
74267188.0,11.4453125,-91.125
74267210.0,11.421875,-91.125
74267233.0,11.4375,-91.125
74267255.0,11.421875,-91.125
74267278.0,11.4375,-91.125
74267300.0,11.4375,-91.125
74267323.0,11.4296875,-91.125
74267346.0,11.4609375,-91.125
74267368.0,11.453125,-91.125
74267391.0,11.4453125,-91.125
74267413.0,11.4453125,-91.125
74267436.0,11.4296875,-91.125
74267458.0,11.453125,-91.125
74267481.0,11.4375,-91.125
74267503.0,11.4375,-91.125
74267526.0,11.453125,-91.125
74267548.0,11.4375,-91.125
74267571.0,11.4453125,-91.125
74267593.0,11.4453125,-91.125
74267616.0,11.4375,-91.125
74267638.0,11.4375,-91.125
74267661.0,11.4296875,-91.125
74267683.0,11.4296875,-91.125
74267706.0,11.4453125,-91.125
74267728.0,11.4453125,-91.125
74267751.0,11.4453125,-91.125
74267773.0,11.4453125,-91.125
74267796.0,11.4453125,-91.125
74267818.0,11.453125,-91.125
74267841.0,11.4453125,-91.125
74267863.0,11.4375,-91.125
74267886.0,11.4375,-91.125
74267908.0,11.4453125,-91.125
74267931.0,11.453125,-91.125
74267953.0,11.4375,-91.0625
74267976.0,11.4375,-91.0625
74267998.0,11.4453125,-91.0625
74268021.0,11.4375,-91.125
74268043.0,11.453125,-91.125
74268066.0,11.421875,-91.0625
74268088.0,11.4609375,-91.0625
74268111.0,11.4609375,-91.125
74268133.0,11.4453125,-91.0625
74268156.0,11.4453125,-91.0625
74268178.0,11.453125,-91.125
74268201.0,11.4453125,-91.0625
74268223.0,11.4453125,-91.0625
74268246.0,11.4375,-91.0625
74268268.0,11.4453125,-91.0625
74268291.0,11.4453125,-91.0625
74268313.0,11.453125,-91.0625
74268336.0,11.453125,-91.125
74268359.0,11.4609375,-91.0625
74268381.0,11.4375,-91.0625
74268404.0,11.4453125,-91.0625
74268426.0,11.453125,-91.0625
74268449.0,11.4375,-91.0625
74268471.0,11.4375,-91.0625
74268494.0,11.4453125,-91.0625
74268516.0,11.4375,-91.0625
74268539.0,11.4453125,-91.0625
74268561.0,11.4453125,-91.0625
74268584.0,11.4453125,-91.0625
74268606.0,11.4375,-91.0625
74268629.0,11.453125,-91.0625
74268651.0,11.453125,-91.0625
74268674.0,11.4453125,-91.0625
74268696.0,11.453125,-91.0625
74268719.0,11.4296875,-91.0625
74268741.0,11.453125,-91.0625
74268764.0,11.4609375,-91.0625
74268786.0,11.4609375,-91.0625
74268809.0,11.453125,-91.0625
74268831.0,11.453125,-91.0625
74268854.0,11.4375,-91.0625
74268876.0,11.4453125,-91.0625
74268899.0,11.453125,-91.0625
74268921.0,11.4453125,-91.0625
74268944.0,11.4296875,-91.0625
74268966.0,11.4375,-91.0625
74268989.0,11.453125,-91.0625
74269011.0,11.4609375,-91.0625
74269034.0,11.4453125,-91.0625
74269056.0,11.4453125,-91.0625
74269079.0,11.453125,-91.0625
74269101.0,11.4453125,-91.0625
74269124.0,11.453125,-91.0625
74269146.0,11.4609375,-91.0625
74269169.0,11.4453125,-91.0625
74269191.0,11.453125,-91.0
74269214.0,11.4453125,-91.0625
74269236.0,11.4375,-91.0625
74269259.0,11.4453125,-91.0625
74269281.0,11.4609375,-91.0625
74269304.0,11.4296875,-91.0625
74269327.0,11.453125,-91.0625
74269349.0,11.4453125,-91.0625
74269372.0,11.4375,-91.0
74269394.0,11.453125,-91.0625
74269417.0,11.4453125,-91.0625
74269439.0,11.453125,-91.0625
74269462.0,11.4453125,-91.0
74269484.0,11.4453125,-91.0625
74269507.0,11.453125,-91.0
74269529.0,11.453125,-91.0
74269552.0,11.453125,-91.0
74269574.0,11.453125,-91.0
74269597.0,11.4453125,-91.0
74269619.0,11.4609375,-91.0
74269642.0,11.453125,-91.0
74269664.0,11.4375,-91.0625
74269687.0,11.4453125,-91.0
74269709.0,11.4453125,-91.0625
74269732.0,11.4453125,-91.0
74269754.0,11.453125,-91.0
74269777.0,11.4453125,-91.0
74269799.0,11.4453125,-91.0
74269822.0,11.453125,-91.0
74269844.0,11.453125,-91.0
74269867.0,11.453125,-91.0
74269889.0,11.4453125,-91.0
74269912.0,11.453125,-91.0
74269934.0,11.453125,-91.0
74269957.0,11.453125,-91.0
74269979.0,11.4609375,-91.0
74270002.0,11.453125,-91.0
74270024.0,11.4453125,-91.0625
74270047.0,11.4453125,-91.0
