freq__2019-06-27_16-18-43_,rs__2019-06-27_16-18-43_,xs__2019-06-27_16-18-43_,freq__2019-06-27_16-27-24_,rs__2019-06-27_16-27-24_,xs__2019-06-27_16-27-24_,freq__2019-06-27_16-27-43_,rs__2019-06-27_16-27-43_,xs__2019-06-27_16-27-43_,freq__2019-06-27_16-27-56_,rs__2019-06-27_16-27-56_,xs__2019-06-27_16-27-56_
4959710.0,9.21875,-112.1875,4961834.0,160.0,-5460.0,4957555.0,-1.595703125,-794.0,4957544.0,-2.548828125,-794.5
4959715.0,9.3046875,-108.5,4961854.0,133.75,-5292.0,4957575.0,-1.9111328125,-791.5,4957564.0,-2.38671875,-792.0
4959720.0,9.4453125,-104.75,4961874.0,139.875,-5168.0,4957595.0,-1.7119140625,-788.0,4957584.0,-2.5078125,-789.0
4959725.0,9.59375,-101.0,4961894.0,112.375,-5012.0,4957615.0,-1.6337890625,-785.5,4957604.0,-2.76953125,-786.0
4959730.0,9.734375,-97.25,4961914.0,109.8125,-4856.0,4957635.0,-1.91015625,-783.0,4957624.0,-2.228515625,-783.5
4959735.0,9.859375,-93.4375,4961934.0,101.125,-4736.0,4957655.0,-0.97705078125,-780.0,4957644.0,-2.9765625,-781.5
4959740.0,10.015625,-89.5625,4961954.0,103.75,-4624.0,4957675.0,-1.5791015625,-777.0,4957664.0,-2.259765625,-777.5
4959745.0,10.1640625,-85.8125,4961974.0,102.25,-4532.0,4957695.0,-1.4609375,-774.0,4957684.0,-2.443359375,-775.0
4959750.0,10.3046875,-81.875,4961994.0,83.75,-4420.0,4957715.0,-1.5302734375,-771.0,4957704.0,-2.1015625,-772.5
4959755.0,10.4765625,-77.9375,4962014.0,89.375,-4332.0,4957735.0,-1.3076171875,-768.0,4957724.0,-2.12109375,-769.0
4959760.0,10.609375,-74.0,4962034.0,84.625,-4232.0,4957755.0,-1.91015625,-764.5,4957744.0,-2.146484375,-766.0
4959765.0,10.7734375,-70.0625,4962054.0,71.6875,-4152.0,4957775.0,-1.3779296875,-762.0,4957764.0,-2.099609375,-763.0
4959770.0,10.921875,-66.0,4962074.0,64.5625,-4064.0,4957795.0,-1.6845703125,-759.0,4957784.0,-2.39453125,-759.5
4959775.0,11.1015625,-61.9375,4962094.0,71.4375,-4004.0,4957815.0,-1.267578125,-756.0,4957804.0,-2.28515625,-756.5
4959780.0,11.28125,-57.78125,4962114.0,75.25,-3928.0,4957835.0,-1.6513671875,-752.5,4957824.0,-1.826171875,-754.0
4959785.0,11.4375,-53.71875,4962135.0,67.8125,-3862.0,4957856.0,-1.1982421875,-749.0,4957845.0,-1.9921875,-751.0
4959790.0,11.59375,-49.5,4962155.0,55.46875,-3806.0,4957876.0,-0.869140625,-746.0,4957865.0,-2.072265625,-747.0
4959795.0,11.7421875,-45.25,4962175.0,70.6875,-3734.0,4957896.0,-1.083984375,-742.5,4957885.0,-2.197265625,-743.5
4959800.0,11.90625,-40.9375,4962195.0,53.84375,-3684.0,4957916.0,-1.4296875,-739.0,4957905.0,-1.923828125,-741.0
4959805.0,12.0234375,-36.6875,4962215.0,60.3125,-3624.0,4957936.0,-1.2109375,-736.0,4957925.0,-1.7421875,-737.0
4959810.0,12.15625,-32.28125,4962235.0,59.8125,-3580.0,4957956.0,-1.6025390625,-732.5,4957945.0,-1.6552734375,-733.5
4959815.0,12.2578125,-27.84375,4962255.0,44.5,-3524.0,4957976.0,-1.17578125,-729.0,4957965.0,-1.12890625,-730.0
4959820.0,12.3359375,-23.34375,4962275.0,46.03125,-3468.0,4957996.0,-0.74658203125,-725.0,4957985.0,-1.9736328125,-726.5
4959825.0,12.40625,-18.890625,4962295.0,42.71875,-3424.0,4958016.0,-0.87646484375,-722.0,4958005.0,-2.359375,-723.0
4959830.0,12.4453125,-14.3046875,4962315.0,47.65625,-3392.0,4958036.0,-1.220703125,-718.5,4958025.0,-1.2783203125,-719.5
4959835.0,12.46875,-9.6875,4962335.0,38.5,-3342.0,4958056.0,-1.4189453125,-715.0,4958045.0,-1.140625,-716.5
4959840.0,12.453125,-5.0234375,4962355.0,41.46875,-3308.0,4958076.0,-0.72265625,-711.0,4958065.0,-1.59375,-712.5
4959845.0,12.4140625,-0.42919921875,4962375.0,37.4375,-3260.0,4958096.0,-1.296875,-707.5,4958085.0,-1.513671875,-708.5
4959850.0,12.3359375,4.3046875,4962395.0,41.78125,-3230.0,4958116.0,-0.9267578125,-703.0,4958105.0,-1.568359375,-705.0
4959855.0,12.25,9.0390625,4962415.0,47.28125,-3186.0,4958136.0,-0.8720703125,-700.0,4958125.0,-1.5634765625,-701.0
4959860.0,12.140625,13.6953125,4962435.0,41.1875,-3154.0,4958156.0,-0.81884765625,-696.0,4958145.0,-1.6416015625,-697.5
4959865.0,12.0,18.484375,4962455.0,41.53125,-3108.0,4958176.0,-0.8408203125,-692.0,4958165.0,-1.5,-693.5
4959870.0,11.8515625,23.28125,4962475.0,26.859375,-3090.0,4958196.0,-0.66748046875,-688.5,4958185.0,-1.1943359375,-689.5
4959875.0,11.671875,28.09375,4962495.0,34.4375,-3062.0,4958216.0,-0.587890625,-684.0,4958205.0,-1.275390625,-686.0
4959880.0,11.5,32.78125,4962515.0,28.859375,-3026.0,4958236.0,-0.6865234375,-680.0,4958225.0,-1.001953125,-682.0
4959885.0,11.3125,37.59375,4962535.0,28.875,-2996.0,4958256.0,-0.68701171875,-676.5,4958245.0,-0.8291015625,-678.0
4959890.0,11.125,42.4375,4962555.0,26.8125,-2976.0,4958276.0,-0.95849609375,-672.0,4958265.0,-1.4609375,-673.5
4959895.0,10.9375,47.25,4962575.0,23.625,-2942.0,4958296.0,-0.39111328125,-667.5,4958285.0,-1.16796875,-669.5
4959900.0,10.765625,52.0,4962595.0,35.90625,-2916.0,4958316.0,-0.41357421875,-663.5,4958305.0,-1.0302734375,-665.5
4959905.0,10.578125,56.84375,4962615.0,26.796875,-2894.0,4958336.0,-0.08966064453125,-659.5,4958325.0,-0.82470703125,-661.0
4959910.0,10.40625,61.71875,4962636.0,28.40625,-2862.0,4958357.0,-0.64794921875,-655.0,4958346.0,-0.9091796875,-657.0
4959915.0,10.234375,66.5625,4962656.0,26.15625,-2844.0,4958377.0,-0.293212890625,-650.5,4958366.0,-0.92138671875,-652.5
4959920.0,10.1171875,71.375,4962676.0,29.234375,-2824.0,4958397.0,-0.172607421875,-645.5,4958386.0,-0.7890625,-647.5
4959925.0,9.9609375,76.3125,4962696.0,22.5625,-2792.0,4958417.0,0.09954833984375,-641.0,4958406.0,-0.65771484375,-643.5
4959930.0,9.859375,81.1875,4962716.0,26.703125,-2774.0,4958437.0,-0.1654052734375,-636.5,4958426.0,-0.2353515625,-638.5
4959935.0,9.7421875,86.1875,4962736.0,25.5625,-2750.0,4958457.0,0.09320068359375,-632.0,4958446.0,-0.378173828125,-634.0
4959940.0,9.6640625,91.0,4962756.0,29.125,-2736.0,4958477.0,0.305419921875,-627.0,4958466.0,-0.587890625,-629.0
4959945.0,9.5703125,96.0,4962776.0,24.15625,-2714.0,4958497.0,-0.08880615234375,-622.5,4958486.0,-0.5576171875,-624.5
4959950.0,9.5234375,101.0625,4962796.0,19.609375,-2690.0,4958517.0,-0.301513671875,-617.5,4958506.0,-0.375,-620.0
4959955.0,9.4609375,106.1875,4962816.0,18.890625,-2672.0,4958537.0,-0.0191650390625,-613.0,4958526.0,-0.04296875,-615.0
4959960.0,9.4296875,111.125,4962836.0,22.25,-2658.0,4958557.0,0.1876220703125,-607.5,4958546.0,-0.5732421875,-610.0
4959965.0,9.3984375,116.25,4962856.0,23.96875,-2636.0,4958577.0,0.397216796875,-602.5,4958566.0,-0.14453125,-605.0
4959970.0,9.3984375,121.375,4962876.0,13.09375,-2612.0,4958597.0,0.2279052734375,-597.0,4958586.0,-0.17236328125,-599.5
4959975.0,9.390625,126.5,4962896.0,20.03125,-2604.0,4958617.0,0.397705078125,-592.0,4958606.0,-0.046478271484375,-594.0
4959980.0,9.3828125,131.625,4962916.0,18.046875,-2588.0,4958637.0,0.8173828125,-586.5,4958626.0,-0.1259765625,-589.0
4959985.0,9.3515625,136.875,4962936.0,14.859375,-2570.0,4958657.0,0.5673828125,-581.5,4958646.0,0.1756591796875,-584.0
4959990.0,9.3984375,142.25,4962956.0,19.78125,-2558.0,4958677.0,0.5859375,-576.0,4958666.0,0.0928955078125,-578.0
4959995.0,9.4453125,147.5,4962976.0,22.609375,-2540.0,4958697.0,0.64501953125,-570.0,4958686.0,0.035430908203125,-573.0
4960000.0,9.453125,152.875,4962996.0,18.796875,-2526.0,4958717.0,0.67626953125,-564.5,4958706.0,0.3017578125,-567.0
4960005.0,9.4765625,158.25,4963016.0,18.21875,-2508.0,4958737.0,0.97509765625,-559.0,4958726.0,0.255126953125,-561.5
4960010.0,9.515625,163.75,4963036.0,15.515625,-2496.0,4958757.0,0.62548828125,-553.0,4958746.0,0.9267578125,-556.0
4960015.0,9.5078125,169.0,4963056.0,3.673828125,-2480.0,4958777.0,1.14453125,-547.0,4958766.0,0.640625,-550.0
4960020.0,9.546875,174.625,4963076.0,18.640625,-2466.0,4958797.0,1.0751953125,-541.0,4958786.0,0.7802734375,-544.0
4960025.0,9.625,180.125,4963096.0,11.6171875,-2454.0,4958817.0,1.0888671875,-535.0,4958806.0,0.64404296875,-537.5
4960030.0,9.703125,185.75,4963116.0,13.671875,-2440.0,4958837.0,1.41796875,-529.0,4958826.0,0.72021484375,-531.5
4960035.0,9.71875,191.25,4963137.0,15.953125,-2428.0,4958858.0,1.19921875,-522.5,4958847.0,0.9677734375,-525.5
4960040.0,9.765625,197.0,4963157.0,16.859375,-2412.0,4958878.0,1.5068359375,-516.0,4958867.0,1.1171875,-519.5
4960045.0,9.8671875,202.75,4963177.0,13.953125,-2404.0,4958898.0,1.548828125,-509.75,4958887.0,1.2275390625,-513.0
4960050.0,9.890625,208.625,4963197.0,13.40625,-2390.0,4958918.0,1.9267578125,-502.75,4958907.0,1.2890625,-506.25
4960055.0,10.046875,214.375,4963217.0,11.6015625,-2380.0,4958938.0,1.9091796875,-496.25,4958927.0,1.185546875,-499.5
4960060.0,10.078125,220.25,4963237.0,13.171875,-2370.0,4958958.0,1.919921875,-489.25,4958947.0,1.4306640625,-492.5
4960065.0,10.1640625,226.25,4963257.0,9.6484375,-2356.0,4958978.0,2.16015625,-482.5,4958967.0,1.8173828125,-485.75
4960070.0,10.1328125,232.125,4963277.0,17.1875,-2348.0,4958998.0,2.16015625,-475.5,4958987.0,1.498046875,-478.75
4960075.0,10.3203125,238.125,4963297.0,13.09375,-2334.0,4959018.0,2.15625,-468.25,4959007.0,1.501953125,-471.75
4960080.0,10.390625,244.125,4963317.0,12.4609375,-2320.0,4959038.0,2.490234375,-461.0,4959027.0,1.9599609375,-464.5
4960085.0,10.3671875,250.375,4963337.0,9.4921875,-2312.0,4959058.0,2.431640625,-453.5,4959047.0,1.76171875,-457.0
4960090.0,10.5546875,256.25,4963357.0,15.390625,-2304.0,4959078.0,2.330078125,-446.25,4959067.0,2.111328125,-449.5
4960095.0,10.609375,262.5,4963377.0,10.171875,-2296.0,4959098.0,2.466796875,-438.5,4959087.0,2.185546875,-442.0
4960100.0,10.65625,269.0,4963397.0,13.8515625,-2284.0,4959118.0,2.818359375,-430.5,4959107.0,2.25390625,-434.25
4960105.0,10.7421875,275.25,4963417.0,10.4296875,-2276.0,4959138.0,2.85546875,-422.5,4959127.0,2.3046875,-426.25
4960110.0,10.921875,281.5,4963437.0,11.3515625,-2268.0,4959158.0,2.759765625,-414.25,4959147.0,2.59375,-418.25
4960115.0,11.046875,288.0,4963457.0,8.734375,-2256.0,4959178.0,3.005859375,-406.0,4959167.0,2.71875,-410.25
4960120.0,11.25,294.5,4963477.0,5.33203125,-2248.0,4959198.0,3.380859375,-397.75,4959187.0,2.90234375,-401.75
4960125.0,11.328125,301.0,4963497.0,12.828125,-2238.0,4959218.0,3.44921875,-389.0,4959207.0,3.009765625,-393.0
4960130.0,11.2890625,307.5,4963517.0,10.6640625,-2230.0,4959238.0,3.537109375,-380.25,4959227.0,3.23828125,-384.75
4960135.0,11.5625,314.25,4963537.0,7.10546875,-2220.0,4959258.0,3.591796875,-371.25,4959247.0,3.376953125,-376.0
4960140.0,11.53125,321.0,4963557.0,11.2890625,-2212.0,4959278.0,3.853515625,-362.5,4959267.0,3.373046875,-367.0
4960145.0,11.75,327.75,4963577.0,6.58203125,-2208.0,4959298.0,3.97265625,-353.0,4959287.0,3.7109375,-357.75
4960150.0,11.8359375,334.5,4963597.0,8.9296875,-2198.0,4959318.0,4.1484375,-343.75,4959307.0,3.873046875,-348.5
4960155.0,12.0078125,341.25,4963617.0,9.203125,-2192.0,4959338.0,4.28515625,-333.75,4959327.0,3.955078125,-339.0
4960160.0,12.1796875,348.25,4963638.0,11.1171875,-2182.0,4959359.0,4.4609375,-324.25,4959348.0,4.13671875,-329.0
4960165.0,12.2890625,355.25,4963658.0,7.56640625,-2174.0,4959379.0,4.6640625,-314.25,4959368.0,4.3125,-319.25
4960170.0,12.5390625,362.25,4963678.0,5.5546875,-2168.0,4959399.0,4.76953125,-303.25,4959388.0,4.46875,-308.75
4960175.0,12.53125,369.25,4963698.0,10.6953125,-2160.0,4959419.0,4.9765625,-293.0,4959408.0,4.609375,-298.5
4960180.0,12.8671875,376.5,4963718.0,9.984375,-2152.0,4959439.0,5.27734375,-282.25,4959428.0,4.90234375,-287.75
4960185.0,13.0703125,383.75,4963738.0,9.453125,-2144.0,4959459.0,5.375,-271.25,4959448.0,5.12109375,-277.0
4960190.0,13.0078125,391.0,4963758.0,6.328125,-2136.0,4959479.0,5.65625,-260.25,4959468.0,5.3515625,-265.75
4960195.0,13.2421875,398.25,4963778.0,6.39453125,-2132.0,4959499.0,5.828125,-248.875,4959488.0,5.58203125,-254.75
4960200.0,13.5078125,405.75,4963798.0,7.19140625,-2128.0,4959519.0,6.046875,-237.375,4959508.0,5.8046875,-243.375
4960205.0,13.8203125,413.0,4963818.0,5.54296875,-2116.0,4959539.0,6.3359375,-225.5,4959528.0,6.078125,-231.75
4960210.0,13.8984375,420.75,4963838.0,4.19140625,-2114.0,4959559.0,6.55859375,-213.375,4959548.0,6.26953125,-219.75
4960215.0,14.21875,428.25,4963858.0,6.5703125,-2106.0,4959579.0,6.73046875,-201.125,4959568.0,6.55078125,-207.625
4960220.0,14.2734375,435.75,4963878.0,3.3671875,-2100.0,4959599.0,6.984375,-188.5,4959588.0,6.7578125,-195.125
4960225.0,14.5859375,443.75,4963898.0,3.275390625,-2092.0,4959619.0,7.25390625,-175.5,4959608.0,7.00390625,-182.25
4960230.0,14.5390625,451.5,4963918.0,11.2890625,-2088.0,4959639.0,7.4609375,-162.125,4959628.0,7.19140625,-169.125
4960235.0,14.875,459.25,4963938.0,9.2265625,-2080.0,4959659.0,7.765625,-148.375,4959648.0,7.4765625,-155.75
4960240.0,14.8984375,467.0,4963958.0,1.14453125,-2076.0,4959679.0,8.1171875,-134.375,4959668.0,7.8046875,-141.875
4960245.0,15.234375,475.25,4963978.0,4.9375,-2070.0,4959699.0,8.59375,-120.0,4959688.0,8.2578125,-127.8125
4960250.0,15.1953125,483.25,4963998.0,3.57421875,-2064.0,4959719.0,9.21875,-105.25,4959708.0,8.8203125,-113.1875
4960255.0,15.671875,491.5,4964018.0,5.42578125,-2058.0,4959739.0,9.984375,-90.125,4959728.0,9.4921875,-98.3125
4960260.0,15.7890625,499.75,4964038.0,5.83984375,-2054.0,4959759.0,10.75,-74.5625,4959748.0,10.2734375,-83.0
4960265.0,15.9296875,508.0,4964058.0,5.83984375,-2047.0,4959779.0,11.5390625,-58.5625,4959768.0,11.078125,-67.1875
4960270.0,16.234375,516.5,4964078.0,1.322265625,-2040.0,4959799.0,12.2109375,-41.90625,4959788.0,11.8359375,-50.96875
4960275.0,16.359375,525.0,4964098.0,2.6796875,-2039.0,4959819.0,12.6484375,-24.546875,4959808.0,12.4453125,-33.96875
4960280.0,16.75,533.5,4964118.0,4.6953125,-2032.0,4959839.0,12.671875,-6.42578125,4959828.0,12.6875,-16.265625
4960285.0,16.984375,542.0,4964139.0,4.30859375,-2027.0,4959860.0,12.1953125,12.2890625,4959849.0,12.5078125,2.13671875
4960290.0,16.875,551.0,4964159.0,3.662109375,-2022.0,4959880.0,11.3125,32.25,4959869.0,11.7890625,22.0
4960295.0,17.421875,559.5,4964179.0,5.22265625,-2014.0,4959900.0,10.390625,51.65625,4959889.0,10.8671875,41.28125
4960300.0,17.609375,568.5,4964199.0,5.6796875,-2010.0,4959920.0,9.65625,71.1875,4959909.0,10.0,60.71875
4960305.0,17.625,577.5,4964219.0,3.39453125,-2007.0,4959940.0,9.2578125,91.0625,4959929.0,9.4140625,80.375
4960310.0,17.921875,586.0,4964239.0,6.45703125,-2000.0,4959960.0,9.203125,111.25,4959949.0,9.2421875,100.375
4960315.0,18.40625,595.5,4964259.0,3.158203125,-1996.0,4959980.0,9.3984375,131.75,4959969.0,9.3359375,120.6875
4960320.0,18.53125,604.0,4964279.0,6.4296875,-1989.0,4960000.0,9.7734375,152.75,4959989.0,9.6328125,141.375
4960325.0,18.671875,614.0,4964299.0,6.71484375,-1986.0,4960020.0,10.140625,174.375,4960009.0,10.03125,162.625
4960330.0,18.65625,623.0,4964319.0,4.58203125,-1984.0,4960040.0,10.40625,196.5,4960029.0,10.3671875,184.375
4960335.0,19.5,632.5,4964339.0,7.0390625,-1977.0,4960060.0,10.6640625,219.375,4960049.0,10.6640625,206.75
4960340.0,19.6875,642.0,4964359.0,3.095703125,-1975.0,4960080.0,11.0078125,243.0,4960069.0,11.046875,230.125
4960345.0,19.65625,652.0,4964379.0,2.455078125,-1966.0,4960100.0,11.4296875,267.5,4960089.0,11.3828125,254.125
4960350.0,20.53125,661.5,4964399.0,5.0546875,-1966.0,4960120.0,11.796875,293.25,4960109.0,11.7578125,279.0
4960355.0,20.515625,672.0,4964419.0,1.3095703125,-1962.0,4960140.0,12.3203125,319.25,4960129.0,12.2265625,304.75
4960360.0,20.578125,681.0,4964439.0,3.310546875,-1957.0,4960160.0,12.859375,346.75,4960149.0,12.7578125,331.5
4960365.0,20.96875,691.5,4964459.0,5.88671875,-1951.0,4960180.0,13.5390625,374.75,4960169.0,13.2578125,359.25
4960370.0,21.578125,701.5,4964479.0,3.546875,-1945.0,4960200.0,14.421875,404.0,4960189.0,14.171875,387.75
4960375.0,22.015625,712.0,4964499.0,6.34375,-1943.0,4960220.0,15.109375,434.25,4960209.0,14.7578125,417.5
4960380.0,22.796875,722.5,4964519.0,1.806640625,-1940.0,4960240.0,16.078125,465.25,4960229.0,15.75,448.0
4960385.0,22.0625,733.0,4964539.0,2.025390625,-1937.0,4960260.0,17.15625,497.5,4960249.0,16.609375,479.5
