date,time,pressure,pressure_setpoint,mfc1_Ar,mfc2_Ar,rh,rh_setpoint,temp,bias,current,max_iv_current,max_cv_current,cv_area,low_freq_z,note
2019-06-27_17-30-05,14.308,,,,,3.505,2.0,,,,,,,,pbi
2019-06-27_17-30-08,14.358,,,,,3.465,2.0,,,,,,,,pbi
2019-06-27_17-30-11,14.407,,,,,3.529,2.0,,,,,,,,pbi
2019-06-27_17-30-14,14.457,,,,,3.529,2.0,,,,,,,,pbi
2019-06-27_17-30-17,14.507,,,,,3.521,2.0,,,,,,,,pbi
2019-06-27_17-30-20,14.558,,,,,3.529,2.0,,,,,,,,pbi
2019-06-27_17-30-23,14.608,,,,,3.529,2.0,,,,,,,,pbi
2019-06-27_17-30-26,14.657,,,,,3.521,2.0,,,,,,,,pbi
2019-06-27_17-30-29,14.707,,,,,3.529,2.0,,,,,,,,pbi
2019-06-27_17-30-32,14.757,,,,,3.537,2.0,,,,,,,,pbi
2019-06-27_17-30-35,14.807,,,,,3.521,2.0,,,,,,,,pbi
2019-06-27_17-30-38,14.857,,,,,3.529,2.0,,,,,,,,pbi
2019-06-27_17-30-41,14.907,,,,,3.537,2.0,,,,,,,,pbi
2019-06-27_17-30-44,14.957,,,,,3.545,2.0,,,,,,,,pbi
2019-06-27_17-30-47,15.007,,,,,3.537,2.0,,,,,,,,pbi
2019-06-27_17-30-50,15.058,,,,,3.545,2.0,,,,,,,,pbi
2019-06-27_17-30-53,15.107,,,,,3.537,2.0,,,,,,,,pbi
2019-06-27_17-30-56,15.158,,,,,3.553,2.0,,,,,,,,pbi
2019-06-27_17-30-59,15.207,,,,,3.562,2.0,,,,,,,,pbi
2019-06-27_17-31-02,15.257,,,,,3.553,2.0,,,,,,,,pbi
2019-06-27_17-31-05,15.307,,,,,3.553,2.0,,,,,,,,pbi
2019-06-27_17-31-08,15.357,,,,,3.545,2.0,,,,,,,,pbi
2019-06-27_17-31-11,15.407,,,,,3.553,2.0,,,,,,,,pbi
2019-06-27_17-31-14,15.458,,,,,3.562,2.0,,,,,,,,pbi
2019-06-27_17-31-17,15.507,,,,,3.553,2.0,,,,,,,,pbi
2019-06-27_17-31-20,15.557,,,,,3.57,2.0,,,,,,,,pbi
2019-06-27_17-31-23,15.608,,,,,3.562,2.0,,,,,,,,pbi
2019-06-27_17-31-26,15.658,,,,,3.562,2.0,,,,,,,,pbi
2019-06-27_17-31-29,15.708,,,,,3.562,2.0,,,,,,,,pbi
2019-06-27_17-31-32,15.758,,,,,3.57,2.0,,,,,,,,pbi
2019-06-27_17-31-35,15.808,,,,,3.578,2.0,,,,,,,,pbi
2019-06-27_17-31-38,15.858,,,,,3.57,2.0,,,,,,,,pbi
2019-06-27_17-31-41,15.908,,,,,3.586,2.0,,,,,,,,pbi
2019-06-27_17-31-44,15.958,,,,,3.586,2.0,,,,,,,,pbi
2019-06-27_17-31-47,16.008,,,,,3.57,2.0,,,,,,,,pbi
2019-06-27_17-31-50,16.058,,,,,3.57,2.0,,,,,,,,pbi
2019-06-27_17-31-52,16.091,,,,,3.594,2.0,,,,,,,,pbi
2019-06-27_17-31-54,16.125,,,,,3.57,2.0,,,,,,,,pbi
2019-06-27_17-31-56,16.158,,,,,3.594,2.0,,,,,,,,pbi
2019-06-27_17-31-58,16.192,,,,,3.578,2.0,,,,,,,,pbi
2019-06-27_17-32-00,16.226,,,,,3.594,2.0,,,,,,,,pbi
2019-06-27_17-32-02,16.26,,,,,3.603,2.0,,,,,,,,pbi
2019-06-27_17-32-04,16.293,,,,,3.578,2.0,,,,,,,,pbi
2019-06-27_17-32-06,16.326,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-32-08,16.359,,,,,3.611,2.0,,,,,,,,pbi
2019-06-27_17-32-10,16.393,,,,,3.603,2.0,,,,,,,,pbi
2019-06-27_17-32-12,16.426,,,,,3.586,2.0,,,,,,,,pbi
2019-06-27_17-32-14,16.46,,,,,3.611,2.0,,,,,,,,pbi
2019-06-27_17-32-16,16.492,,,,,3.594,2.0,,,,,,,,pbi
2019-06-27_17-32-18,16.526,,,,,3.603,2.0,,,,,,,,pbi
2019-06-27_17-32-20,16.56,,,,,3.603,2.0,,,,,,,,pbi
2019-06-27_17-32-22,16.592,,,,,3.619,2.0,,,,,,,,pbi
2019-06-27_17-32-24,16.626,,,,,3.603,2.0,,,,,,,,pbi
2019-06-27_17-32-26,16.659,,,,,3.611,2.0,,,,,,,,pbi
2019-06-27_17-32-28,16.693,,,,,3.611,2.0,,,,,,,,pbi
2019-06-27_17-32-30,16.726,,,,,3.627,2.0,,,,,,,,pbi
2019-06-27_17-32-32,16.759,,,,,3.627,2.0,,,,,,,,pbi
2019-06-27_17-32-34,16.793,,,,,3.603,2.0,,,,,,,,pbi
2019-06-27_17-32-36,16.825,,,,,3.619,2.0,,,,,,,,pbi
2019-06-27_17-32-38,16.859,,,,,3.619,2.0,,,,,,,,pbi
2019-06-27_17-32-40,16.892,,,,,3.619,2.0,,,,,,,,pbi
2019-06-27_17-32-42,16.926,,,,,3.627,2.0,,,,,,,,pbi
2019-06-27_17-32-44,16.959,,,,,3.636,2.0,,,,,,,,pbi
2019-06-27_17-32-46,16.992,,,,,3.627,2.0,,,,,,,,pbi
2019-06-27_17-32-48,17.026,,,,,3.627,2.0,,,,,,,,pbi
2019-06-27_17-32-50,17.059,,,,,3.627,2.0,,,,,,,,pbi
2019-06-27_17-32-52,17.092,,,,,3.627,2.0,,,,,,,,pbi
2019-06-27_17-32-54,17.126,,,,,3.611,2.0,,,,,,,,pbi
2019-06-27_17-32-56,17.159,,,,,3.636,2.0,,,,,,,,pbi
2019-06-27_17-32-58,17.193,,,,,3.636,2.0,,,,,,,,pbi
2019-06-27_17-33-00,17.226,,,,,3.644,2.0,,,,,,,,pbi
2019-06-27_17-33-02,17.259,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-04,17.292,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-06,17.326,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-08,17.359,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-10,17.393,,,,,3.644,2.0,,,,,,,,pbi
2019-06-27_17-33-12,17.426,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-14,17.459,,,,,3.661,2.0,,,,,,,,pbi
2019-06-27_17-33-16,17.493,,,,,3.644,2.0,,,,,,,,pbi
2019-06-27_17-33-18,17.526,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-20,17.56,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-22,17.592,,,,,3.644,2.0,,,,,,,,pbi
2019-06-27_17-33-24,17.626,,,,,3.652,2.0,,,,,,,,pbi
2019-06-27_17-33-26,17.66,,,,,3.644,2.0,,,,,,,,pbi
2019-06-27_17-33-28,17.693,,,,,3.669,2.0,,,,,,,,pbi
2019-06-27_17-33-30,17.726,,,,,3.661,2.0,,,,,,,,pbi
2019-06-27_17-33-32,17.759,,,,,3.619,2.0,,,,,,,,pbi
2019-06-27_17-33-34,17.792,,,,,3.661,2.0,,,,,,,,pbi
2019-06-27_17-33-36,17.826,,,,,3.661,2.0,,,,,,,,pbi
2019-06-27_17-33-38,17.859,,,,,3.661,2.0,,,,,,,,pbi
2019-06-27_17-33-40,17.893,,,,,3.644,2.0,,,,,,,,pbi
2019-06-27_17-33-42,17.926,,,,,3.677,2.0,,,,,,,,pbi
2019-06-27_17-33-44,17.959,,,,,3.677,2.0,,,,,,,,pbi
2019-06-27_17-33-46,17.993,,,,,3.669,2.0,,,,,,,,pbi
2019-06-27_17-33-48,18.026,,,,,3.644,2.0,,,,,,,,pbi
2019-06-27_17-33-50,18.059,,,,,3.677,2.0,,,,,,,,pbi
2019-06-27_17-33-52,18.093,,,,,3.686,2.0,,,,,,,,pbi
2019-06-27_17-33-54,18.126,,,,,3.703,2.0,,,,,,,,pbi
2019-06-27_17-33-56,18.16,,,,,3.677,2.0,,,,,,,,pbi
2019-06-27_17-33-58,18.192,,,,,3.661,2.0,,,,,,,,pbi
2019-06-27_17-34-00,18.226,,,,,3.686,2.0,,,,,,,,pbi
2019-06-27_17-34-02,18.26,,,,,3.694,2.0,,,,,,,,pbi
2019-06-27_17-34-04,18.293,,,,,3.677,2.0,,,,,,,,pbi
2019-06-27_17-34-06,18.326,,,,,3.677,2.0,,,,,,,,pbi
2019-06-27_17-34-08,18.359,,,,,3.677,2.0,,,,,,,,pbi
2019-06-27_17-34-10,18.393,,,,,3.694,2.0,,,,,,,,pbi
2019-06-27_17-34-12,18.426,,,,,3.694,2.0,,,,,,,,pbi
2019-06-27_17-34-14,18.459,,,,,3.703,2.0,,,,,,,,pbi
2019-06-27_17-34-16,18.493,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-34-18,18.526,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-34-20,18.56,,,,,3.703,2.0,,,,,,,,pbi
2019-06-27_17-34-22,18.592,,,,,3.711,2.0,,,,,,,,pbi
2019-06-27_17-34-24,18.626,,,,,3.703,2.0,,,,,,,,pbi
2019-06-27_17-34-26,18.659,,,,,3.703,2.0,,,,,,,,pbi
2019-06-27_17-34-28,18.693,,,,,3.728,2.0,,,,,,,,pbi
2019-06-27_17-34-30,18.727,,,,,3.703,2.0,,,,,,,,pbi
2019-06-27_17-34-32,18.759,,,,,3.703,2.0,,,,,,,,pbi
2019-06-27_17-34-34,18.793,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-34-36,18.826,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-34-38,18.859,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-34-40,18.893,,,,,3.711,2.0,,,,,,,,pbi
2019-06-27_17-34-42,18.926,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-34-44,18.96,,,,,3.728,2.0,,,,,,,,pbi
2019-06-27_17-34-46,18.992,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-34-48,19.027,,,,,3.711,2.0,,,,,,,,pbi
2019-06-27_17-34-50,19.059,,,,,3.711,2.0,,,,,,,,pbi
2019-06-27_17-34-52,19.093,,,,,3.728,2.0,,,,,,,,pbi
2019-06-27_17-34-54,19.126,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-34-56,19.159,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-34-58,19.193,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-35-00,19.226,,,,,3.728,2.0,,,,,,,,pbi
2019-06-27_17-35-02,19.26,,,,,3.728,2.0,,,,,,,,pbi
2019-06-27_17-35-04,19.293,,,,,3.736,2.0,,,,,,,,pbi
2019-06-27_17-35-06,19.326,,,,,3.728,2.0,,,,,,,,pbi
2019-06-27_17-35-08,19.359,,,,,3.736,2.0,,,,,,,,pbi
2019-06-27_17-35-10,19.393,,,,,3.736,2.0,,,,,,,,pbi
2019-06-27_17-35-12,19.426,,,,,3.736,2.0,,,,,,,,pbi
2019-06-27_17-35-14,19.459,,,,,3.736,2.0,,,,,,,,pbi
2019-06-27_17-35-16,19.493,,,,,3.745,2.0,,,,,,,,pbi
2019-06-27_17-35-18,19.526,,,,,3.745,2.0,,,,,,,,pbi
2019-06-27_17-35-20,19.56,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-22,19.592,,,,,3.745,2.0,,,,,,,,pbi
2019-06-27_17-35-24,19.626,,,,,3.728,2.0,,,,,,,,pbi
2019-06-27_17-35-26,19.66,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-28,19.692,,,,,3.719,2.0,,,,,,,,pbi
2019-06-27_17-35-30,19.726,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-32,19.759,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-34,19.792,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-36,19.826,,,,,3.745,2.0,,,,,,,,pbi
2019-06-27_17-35-38,19.859,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-40,19.893,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-42,19.926,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-44,19.959,,,,,3.745,2.0,,,,,,,,pbi
2019-06-27_17-35-46,19.993,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-48,20.026,,,,,3.736,2.0,,,,,,,,pbi
2019-06-27_17-35-50,20.059,,,,,3.762,2.0,,,,,,,,pbi
2019-06-27_17-35-52,20.093,,,,,3.762,2.0,,,,,,,,pbi
2019-06-27_17-35-54,20.126,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-35-56,20.16,,,,,3.762,2.0,,,,,,,,pbi
2019-06-27_17-35-58,20.192,,,,,3.857,2.0,,,,,,,,pbi
2019-06-27_17-36-00,20.226,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-36-02,20.259,,,,,3.762,2.0,,,,,,,,pbi
2019-06-27_17-36-04,20.293,,,,,3.753,2.0,,,,,,,,pbi
2019-06-27_17-36-06,20.326,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-36-08,20.36,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-36-10,20.392,,,,,3.762,2.0,,,,,,,,pbi
2019-06-27_17-36-12,20.426,,,,,3.762,2.0,,,,,,,,pbi
2019-06-27_17-36-14,20.459,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-36-16,20.493,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-18,20.526,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-20,20.559,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-36-22,20.592,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-24,20.626,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-26,20.659,,,,,3.796,2.0,,,,,,,,pbi
2019-06-27_17-36-28,20.693,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-36-30,20.726,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-32,20.759,,,,,3.779,2.0,,,,,,,,pbi
2019-06-27_17-36-34,20.792,,,,,3.779,2.0,,,,,,,,pbi
2019-06-27_17-36-36,20.826,,,,,3.771,2.0,,,,,,,,pbi
2019-06-27_17-36-38,20.859,,,,,3.779,2.0,,,,,,,,pbi
2019-06-27_17-36-40,20.893,,,,,3.779,2.0,,,,,,,,pbi
2019-06-27_17-36-42,20.926,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-44,20.96,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-46,20.993,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-48,21.026,,,,,3.779,2.0,,,,,,,,pbi
2019-06-27_17-36-50,21.06,,,,,3.779,2.0,,,,,,,,pbi
2019-06-27_17-36-52,21.092,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-54,21.126,,,,,3.788,2.0,,,,,,,,pbi
2019-06-27_17-36-56,21.159,,,,,3.796,2.0,,,,,,,,pbi
2019-06-27_17-36-58,21.193,,,,,3.796,2.0,,,,,,,,pbi
2019-06-27_17-37-00,21.226,,,,,3.822,2.0,,,,,,,,pbi
2019-06-27_17-37-02,21.259,,,,,3.805,2.0,,,,,,,,pbi
2019-06-27_17-37-04,21.292,,,,,3.796,2.0,,,,,,,,pbi
2019-06-27_17-37-06,21.326,,,,,3.805,2.0,,,,,,,,pbi
2019-06-27_17-37-08,21.359,,,,,3.796,2.0,,,,,,,,pbi
2019-06-27_17-37-10,21.392,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-12,21.426,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-14,21.46,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-16,21.493,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-18,21.526,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-20,21.559,,,,,3.822,2.0,,,,,,,,pbi
2019-06-27_17-37-22,21.593,,,,,3.805,2.0,,,,,,,,pbi
2019-06-27_17-37-24,21.626,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-26,21.659,,,,,3.805,2.0,,,,,,,,pbi
2019-06-27_17-37-28,21.692,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-30,21.726,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-37-32,21.759,,,,,3.805,2.0,,,,,,,,pbi
2019-06-27_17-37-34,21.793,,,,,3.822,2.0,,,,,,,,pbi
2019-06-27_17-37-36,21.826,,,,,3.822,2.0,,,,,,,,pbi
2019-06-27_17-37-38,21.859,,,,,3.822,2.0,,,,,,,,pbi
2019-06-27_17-37-40,21.893,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-37-42,21.926,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-37-44,21.959,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-37-46,21.992,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-37-48,22.026,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-37-50,22.059,,,,,3.831,2.0,,,,,,,,pbi
2019-06-27_17-37-52,22.092,,,,,3.831,2.0,,,,,,,,pbi
2019-06-27_17-37-54,22.126,,,,,3.848,2.0,,,,,,,,pbi
2019-06-27_17-37-56,22.16,,,,,3.848,2.0,,,,,,,,pbi
2019-06-27_17-37-58,22.192,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-38-00,22.226,,,,,3.831,2.0,,,,,,,,pbi
2019-06-27_17-38-02,22.259,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-38-04,22.292,,,,,3.831,2.0,,,,,,,,pbi
2019-06-27_17-38-06,22.325,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-38-08,22.359,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-38-10,22.392,,,,,3.848,2.0,,,,,,,,pbi
2019-06-27_17-38-12,22.426,,,,,3.831,2.0,,,,,,,,pbi
2019-06-27_17-38-14,22.459,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-38-16,22.492,,,,,3.831,2.0,,,,,,,,pbi
2019-06-27_17-38-18,22.526,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-38-20,22.56,,,,,3.848,2.0,,,,,,,,pbi
2019-06-27_17-38-22,22.593,,,,,3.84,2.0,,,,,,,,pbi
2019-06-27_17-38-24,22.626,,,,,3.848,2.0,,,,,,,,pbi
2019-06-27_17-38-26,22.659,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-38-28,22.693,,,,,3.857,2.0,,,,,,,,pbi
2019-06-27_17-38-30,22.726,,,,,3.857,2.0,,,,,,,,pbi
2019-06-27_17-38-32,22.759,,,,,3.848,2.0,,,,,,,,pbi
2019-06-27_17-38-34,22.793,,,,,3.866,2.0,,,,,,,,pbi
2019-06-27_17-38-36,22.826,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-38-38,22.86,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-38-40,22.893,,,,,3.857,2.0,,,,,,,,pbi
2019-06-27_17-38-42,22.926,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-38-44,22.96,,,,,3.866,2.0,,,,,,,,pbi
2019-06-27_17-38-46,22.993,,,,,3.814,2.0,,,,,,,,pbi
2019-06-27_17-38-48,23.026,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-38-50,23.06,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-38-52,23.092,,,,,3.866,2.0,,,,,,,,pbi
2019-06-27_17-38-54,23.126,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-38-56,23.16,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-38-58,23.192,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-00,23.226,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-39-02,23.26,,,,,3.866,2.0,,,,,,,,pbi
2019-06-27_17-39-04,23.292,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-39-06,23.326,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-08,23.359,,,,,3.875,2.0,,,,,,,,pbi
2019-06-27_17-39-10,23.393,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-12,23.426,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-14,23.46,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-16,23.493,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-18,23.526,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-20,23.559,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-22,23.593,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-24,23.626,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-26,23.659,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-28,23.692,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-30,23.726,,,,,3.901,2.0,,,,,,,,pbi
2019-06-27_17-39-32,23.759,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-34,23.792,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-36,23.826,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-38,23.86,,,,,3.857,2.0,,,,,,,,pbi
2019-06-27_17-39-40,23.893,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-42,23.926,,,,,3.884,2.0,,,,,,,,pbi
2019-06-27_17-39-44,23.959,,,,,3.919,2.0,,,,,,,,pbi
2019-06-27_17-39-46,23.993,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-48,24.026,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-50,24.06,,,,,3.901,2.0,,,,,,,,pbi
2019-06-27_17-39-52,24.093,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-54,24.126,,,,,3.892,2.0,,,,,,,,pbi
2019-06-27_17-39-56,24.159,,,,,3.91,2.0,,,,,,,,pbi
2019-06-27_17-39-58,24.193,,,,,3.91,2.0,,,,,,,,pbi
2019-06-27_17-40-00,24.226,,,,,3.91,2.0,,,,,,,,pbi
2019-06-27_17-40-02,24.26,,,,,3.91,2.0,,,,,,,,pbi
2019-06-27_17-40-04,24.293,,,,,3.919,2.0,,,,,,,,pbi
2019-06-27_17-40-06,24.326,,,,,3.901,2.0,,,,,,,,pbi
2019-06-27_17-40-08,24.359,,,,,3.91,2.0,,,,,,,,pbi
2019-06-27_17-40-10,24.393,,,,,3.91,2.0,,,,,,,,pbi
2019-06-27_17-40-12,24.426,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-14,24.459,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-16,24.493,,,,,3.919,2.0,,,,,,,,pbi
2019-06-27_17-40-18,24.526,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-40-20,24.559,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-22,24.593,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-24,24.626,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-26,24.66,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-40-28,24.693,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-30,24.726,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-40-32,24.759,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-34,24.793,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-40-36,24.826,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-38,24.859,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-40-40,24.892,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-42,24.926,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-40-44,24.959,,,,,3.928,2.0,,,,,,,,pbi
2019-06-27_17-40-46,24.993,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-40-48,25.026,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-40-50,25.06,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-40-52,25.093,,,,,3.955,2.0,,,,,,,,pbi
2019-06-27_17-40-54,25.126,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-40-56,25.159,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-40-58,25.192,,,,,3.937,2.0,,,,,,,,pbi
2019-06-27_17-41-00,25.226,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-41-02,25.26,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-41-04,25.293,,,,,3.955,2.0,,,,,,,,pbi
2019-06-27_17-41-06,25.326,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-41-08,25.359,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-41-10,25.393,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-41-12,25.426,,,,,3.955,2.0,,,,,,,,pbi
2019-06-27_17-41-14,25.459,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-16,25.492,,,,,3.946,2.0,,,,,,,,pbi
2019-06-27_17-41-18,25.526,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-20,25.56,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-22,25.593,,,,,3.955,2.0,,,,,,,,pbi
2019-06-27_17-41-24,25.626,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-26,25.66,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-28,25.693,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-41-30,25.726,,,,,3.955,2.0,,,,,,,,pbi
2019-06-27_17-41-32,25.759,,,,,3.955,2.0,,,,,,,,pbi
2019-06-27_17-41-34,25.793,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-36,25.826,,,,,3.982,2.0,,,,,,,,pbi
2019-06-27_17-41-38,25.859,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-41-40,25.893,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-42,25.926,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-41-44,25.959,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-41-46,25.992,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-41-48,26.026,,,,,3.982,2.0,,,,,,,,pbi
2019-06-27_17-41-50,26.059,,,,,3.964,2.0,,,,,,,,pbi
2019-06-27_17-41-52,26.092,,,,,3.982,2.0,,,,,,,,pbi
2019-06-27_17-41-54,26.126,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-41-56,26.159,,,,,3.991,2.0,,,,,,,,pbi
2019-06-27_17-41-58,26.192,,,,,3.982,2.0,,,,,,,,pbi
2019-06-27_17-42-00,26.226,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-42-02,26.26,,,,,3.991,2.0,,,,,,,,pbi
2019-06-27_17-42-04,26.293,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-42-06,26.326,,,,,3.973,2.0,,,,,,,,pbi
2019-06-27_17-42-08,26.359,,,,,3.991,2.0,,,,,,,,pbi
2019-06-27_17-42-10,26.392,,,,,3.991,2.0,,,,,,,,pbi
2019-06-27_17-42-12,26.426,,,,,3.991,2.0,,,,,,,,pbi
