freq__2019-06-28_13-14-55_,rs__2019-06-28_13-14-55_,xs__2019-06-28_13-14-55_,freq__2019-06-28_13-20-55_,rs__2019-06-28_13-20-55_,xs__2019-06-28_13-20-55_,freq__2019-06-28_15-53-41_,rs__2019-06-28_15-53-41_,xs__2019-06-28_15-53-41_
4956111.0,7.09375,-921.5,4911116.0,8.6953125,-1299.0,4956141.0,9.921875,-922.5
4956121.0,5.66796875,-921.5,4911166.0,7.5859375,-1298.0,4956146.0,8.6015625,-921.5
4956131.0,5.12109375,-920.0,4911216.0,6.5703125,-1299.0,4956151.0,8.3125,-921.5
4956141.0,6.03125,-920.0,4911266.0,6.59765625,-1298.0,4956156.0,7.890625,-920.0
4956151.0,5.44921875,-918.5,4911316.0,6.3046875,-1298.0,4956161.0,8.0625,-920.0
4956161.0,6.1796875,-917.5,4911366.0,7.17578125,-1298.0,4956166.0,7.2890625,-919.5
4956171.0,5.33203125,-916.5,4911416.0,5.76953125,-1298.0,4956171.0,6.92578125,-918.5
4956181.0,5.1953125,-915.5,4911466.0,6.515625,-1297.0,4956176.0,6.94921875,-918.0
4956191.0,5.47265625,-915.0,4911516.0,5.51953125,-1296.0,4956181.0,7.4609375,-918.0
4956201.0,4.6796875,-913.5,4911566.0,5.12890625,-1298.0,4956186.0,6.76953125,-917.0
4956211.0,4.6171875,-913.0,4911616.0,4.94140625,-1295.0,4956191.0,7.0390625,-917.0
4956221.0,5.21484375,-912.0,4911666.0,4.44921875,-1297.0,4956196.0,7.07421875,-916.0
4956231.0,5.05078125,-911.0,4911716.0,5.30859375,-1296.0,4956201.0,7.25390625,-915.5
4956241.0,4.921875,-910.5,4911766.0,4.22265625,-1296.0,4956206.0,6.5234375,-915.0
4956251.0,4.82421875,-909.5,4911816.0,5.2890625,-1296.0,4956211.0,6.98046875,-914.5
4956261.0,5.18359375,-908.0,4911866.0,5.40625,-1296.0,4956216.0,6.0703125,-914.5
4956271.0,4.55859375,-908.0,4911916.0,3.994140625,-1296.0,4956221.0,6.3046875,-914.0
