freq__2019-06-27_14-33-42_,rs__2019-06-27_14-33-42_,xs__2019-06-27_14-33-42_,freq__2019-06-27_14-41-42_,rs__2019-06-27_14-41-42_,xs__2019-06-27_14-41-42_,freq__2019-06-27_14-56-42_,rs__2019-06-27_14-56-42_,xs__2019-06-27_14-56-42_,freq__2019-06-27_15-03-26_,rs__2019-06-27_15-03-26_,xs__2019-06-27_15-03-26_,freq__2019-06-27_15-10-12_,rs__2019-06-27_15-10-12_,xs__2019-06-27_15-10-12_,freq__2019-06-27_15-16-58_,rs__2019-06-27_15-16-58_,xs__2019-06-27_15-16-58_,freq__2019-06-27_15-23-44_,rs__2019-06-27_15-23-44_,xs__2019-06-27_15-23-44_,freq__2019-06-27_15-30-28_,rs__2019-06-27_15-30-28_,xs__2019-06-27_15-30-28_,freq__2019-06-27_15-37-14_,rs__2019-06-27_15-37-14_,xs__2019-06-27_15-37-14_,freq__2019-06-27_15-44-02_,rs__2019-06-27_15-44-02_,xs__2019-06-27_15-44-02_,freq__2019-06-27_15-50-48_,rs__2019-06-27_15-50-48_,xs__2019-06-27_15-50-48_,freq__2019-06-27_15-57-32_,rs__2019-06-27_15-57-32_,xs__2019-06-27_15-57-32_,freq__2019-06-27_16-04-18_,rs__2019-06-27_16-04-18_,xs__2019-06-27_16-04-18_
84139139.0,11.9765625,-80.75,84164457.0,11.9140625,-80.5,84164463.0,11.84375,-80.5,84164479.0,11.8203125,-80.5,84164469.0,11.828125,-80.5625,84164463.0,11.8125,-80.5625,84164460.0,11.8125,-80.5625,84164456.0,11.8046875,-80.5625,84164460.0,11.7890625,-80.5625,84164453.0,11.765625,-80.5625,84164456.0,11.7578125,-80.5625,84164456.0,11.7734375,-80.5625,84164458.0,11.7734375,-80.5625
84139189.0,11.9765625,-80.6875,84164482.0,11.90625,-80.5625,84164488.0,11.84375,-80.5,84164504.0,11.8359375,-80.5,84164494.0,11.8359375,-80.5,84164488.0,11.8046875,-80.5625,84164485.0,11.796875,-80.5625,84164481.0,11.7890625,-80.5625,84164485.0,11.78125,-80.5625,84164478.0,11.78125,-80.5625,84164481.0,11.78125,-80.5625,84164481.0,11.7734375,-80.5625,84164483.0,11.765625,-80.5625
84139239.0,11.9765625,-80.6875,84164507.0,11.921875,-80.5,84164513.0,11.828125,-80.5,84164529.0,11.8359375,-80.5625,84164519.0,11.859375,-80.5625,84164513.0,11.8046875,-80.5625,84164510.0,11.8046875,-80.5,84164506.0,11.8046875,-80.5625,84164510.0,11.796875,-80.5625,84164503.0,11.7734375,-80.5625,84164506.0,11.796875,-80.5625,84164506.0,11.7890625,-80.5625,84164508.0,11.78125,-80.5625
84139289.0,11.984375,-80.6875,84164532.0,11.90625,-80.5,84164538.0,11.8359375,-80.5,84164554.0,11.84375,-80.5,84164544.0,11.8203125,-80.5625,84164538.0,11.8125,-80.5625,84164535.0,11.8046875,-80.5,84164531.0,11.78125,-80.5625,84164535.0,11.796875,-80.5625,84164528.0,11.7734375,-80.5625,84164531.0,11.765625,-80.5625,84164531.0,11.7734375,-80.5625,84164533.0,11.7734375,-80.5625
84139339.0,11.9765625,-80.75,84164557.0,11.921875,-80.5,84164563.0,11.828125,-80.5,84164579.0,11.8359375,-80.5,84164569.0,11.8203125,-80.5625,84164563.0,11.8203125,-80.5625,84164560.0,11.8125,-80.5625,84164556.0,11.8125,-80.5625,84164560.0,11.7734375,-80.5625,84164553.0,11.7734375,-80.5625,84164556.0,11.7734375,-80.5625,84164556.0,11.7578125,-80.5625,84164558.0,11.765625,-80.5625
84139389.0,11.96875,-80.6875,84164582.0,11.9140625,-80.5,84164588.0,11.8359375,-80.5,84164604.0,11.828125,-80.5,84164594.0,11.8203125,-80.5625,84164588.0,11.8125,-80.5625,84164585.0,11.796875,-80.5625,84164581.0,11.8046875,-80.5625,84164585.0,11.7734375,-80.5625,84164578.0,11.7734375,-80.5625,84164581.0,11.765625,-80.5625,84164581.0,11.7734375,-80.5625,84164583.0,11.765625,-80.5625
84139439.0,11.984375,-80.6875,84164607.0,11.8984375,-80.5,84164613.0,11.84375,-80.5,84164629.0,11.84375,-80.5,84164619.0,11.828125,-80.5625,84164613.0,11.8203125,-80.5625,84164610.0,11.8046875,-80.5625,84164606.0,11.796875,-80.5625,84164610.0,11.8046875,-80.5625,84164603.0,11.7734375,-80.5625,84164606.0,11.7734375,-80.5625,84164606.0,11.7734375,-80.5625,84164608.0,11.78125,-80.5625
84139489.0,11.96875,-80.6875,84164632.0,11.9296875,-80.5,84164638.0,11.8515625,-80.5,84164654.0,11.8515625,-80.5,84164644.0,11.828125,-80.5625,84164638.0,11.828125,-80.5625,84164635.0,11.8046875,-80.5625,84164631.0,11.7890625,-80.5625,84164635.0,11.7890625,-80.5625,84164628.0,11.7890625,-80.5625,84164631.0,11.765625,-80.5625,84164631.0,11.765625,-80.5625,84164633.0,11.7734375,-80.5625
84139539.0,11.9609375,-80.6875,84164657.0,11.8984375,-80.5,84164663.0,11.859375,-80.5,84164679.0,11.828125,-80.5625,84164669.0,11.8203125,-80.5625,84164663.0,11.8125,-80.5,84164660.0,11.796875,-80.5625,84164656.0,11.7890625,-80.5625,84164660.0,11.7890625,-80.5625,84164653.0,11.78125,-80.5625,84164656.0,11.7734375,-80.5625,84164656.0,11.78125,-80.5625,84164658.0,11.7578125,-80.5625
84139589.0,11.9765625,-80.6875,84164682.0,11.9296875,-80.5,84164688.0,11.859375,-80.5,84164704.0,11.828125,-80.5,84164694.0,11.8125,-80.5,84164688.0,11.8046875,-80.5625,84164685.0,11.8125,-80.5,84164681.0,11.8046875,-80.5625,84164685.0,11.7734375,-80.5625,84164678.0,11.78125,-80.5,84164681.0,11.78125,-80.5625,84164681.0,11.78125,-80.5625,84164683.0,11.765625,-80.5625
