freq__2019-06-28_12-53-54_,rs__2019-06-28_12-53-54_,xs__2019-06-28_12-53-54_,freq__2019-06-28_13-04-33_,rs__2019-06-28_13-04-33_,xs__2019-06-28_13-04-33_
64367737.0,10.96875,-104.1875,64367737.0,10.9453125,-104.25
64367777.0,10.9921875,-104.1875,64367777.0,10.9453125,-104.1875
64367817.0,10.984375,-104.1875,64367817.0,10.953125,-104.1875
64367857.0,11.0,-104.1875,64367857.0,10.9296875,-104.1875
64367897.0,10.9765625,-104.1875,64367897.0,10.953125,-104.1875
64367937.0,11.0,-104.125,64367937.0,10.9453125,-104.1875
64367977.0,10.984375,-104.125,64367977.0,10.9453125,-104.1875
64368017.0,10.984375,-104.1875,64368017.0,10.953125,-104.1875
64368057.0,10.9765625,-104.125,64368057.0,10.9765625,-104.1875
64368097.0,10.984375,-104.125,64368097.0,10.953125,-104.1875
64368137.0,10.9921875,-104.125,64368137.0,10.96875,-104.1875
64368177.0,10.9765625,-104.125,64368177.0,10.96875,-104.1875
64368217.0,10.984375,-104.125,64368217.0,10.953125,-104.125
64368257.0,11.0,-104.125,64368257.0,10.9765625,-104.1875
64368297.0,11.0,-104.125,64368297.0,10.9609375,-104.125
64368337.0,11.0,-104.125,64368337.0,10.9609375,-104.125
64368377.0,10.984375,-104.125,64368377.0,10.9609375,-104.125
64368417.0,10.9921875,-104.125,64368417.0,10.953125,-104.125
64368457.0,11.0,-104.125,64368457.0,10.953125,-104.125
64368497.0,11.0,-104.125,64368497.0,10.953125,-104.125
64368537.0,10.984375,-104.125,64368537.0,10.9765625,-104.125
64368577.0,11.0,-104.0625,64368577.0,10.953125,-104.125
64368617.0,11.0,-104.0625,64368617.0,10.9609375,-104.125
64368657.0,11.0078125,-104.0625,64368657.0,10.953125,-104.125
64368697.0,11.0,-104.0625,64368697.0,10.96875,-104.125
64368738.0,10.9921875,-104.0625,64368738.0,10.96875,-104.125
64368778.0,11.0078125,-104.0625,64368778.0,10.96875,-104.125
64368818.0,10.9921875,-104.0,64368818.0,10.9609375,-104.0625
64368858.0,11.0078125,-104.0625,64368858.0,10.953125,-104.0625
64368898.0,11.0,-104.0625,64368898.0,10.953125,-104.0625
64368938.0,10.9921875,-104.0,64368938.0,10.9453125,-104.0625
64368978.0,11.0,-104.0,64368978.0,10.984375,-104.0625
64369018.0,10.9921875,-104.0,64369018.0,10.984375,-104.0625
64369058.0,10.9921875,-104.0,64369058.0,10.96875,-104.0625
64369098.0,11.0,-104.0,64369098.0,10.9609375,-104.0625
64369138.0,10.9921875,-104.0,64369138.0,10.9765625,-104.0625
64369178.0,11.015625,-104.0,64369178.0,10.96875,-104.0
64369218.0,10.9921875,-104.0,64369218.0,10.9609375,-104.0
64369258.0,10.9921875,-104.0,64369258.0,10.953125,-104.0625
64369298.0,11.0,-104.0,64369298.0,10.96875,-104.0
64369338.0,10.9921875,-104.0,64369338.0,10.96875,-104.0
64369378.0,11.0,-103.9375,64369378.0,10.9765625,-104.0
64369418.0,11.0078125,-103.9375,64369418.0,10.96875,-104.0
64369458.0,11.0,-103.9375,64369458.0,10.9609375,-104.0
64369498.0,11.0,-103.9375,64369498.0,10.9609375,-104.0
64369538.0,10.9765625,-103.9375,64369538.0,10.9609375,-104.0
64369578.0,10.984375,-103.9375,64369578.0,10.9609375,-104.0
64369618.0,11.0,-103.9375,64369618.0,10.96875,-103.9375
64369658.0,11.015625,-103.9375,64369658.0,10.9609375,-103.9375
64369698.0,11.0,-103.875,64369698.0,10.96875,-103.9375
64369739.0,11.015625,-103.9375,64369739.0,10.96875,-103.9375
64369779.0,11.0,-103.875,64369779.0,10.9765625,-103.9375
64369819.0,10.9921875,-103.875,64369819.0,10.96875,-103.9375
64369859.0,11.0,-103.875,64369859.0,10.96875,-103.9375
64369899.0,11.0,-103.875,64369899.0,10.9609375,-103.9375
64369939.0,11.0,-103.875,64369939.0,10.9765625,-103.875
64369979.0,11.0,-103.875,64369979.0,10.96875,-103.875
64370019.0,11.0,-103.875,64370019.0,10.96875,-103.875
64370059.0,11.0234375,-103.875,64370059.0,10.9609375,-103.875
64370099.0,11.0,-103.875,64370099.0,10.984375,-103.875
64370139.0,11.0,-103.875,64370139.0,10.9765625,-103.875
64370179.0,11.0078125,-103.8125,64370179.0,10.953125,-103.875
64370219.0,11.0078125,-103.8125,64370219.0,10.9609375,-103.875
64370259.0,11.0,-103.8125,64370259.0,10.96875,-103.8125
64370299.0,11.0078125,-103.8125,64370299.0,10.9609375,-103.875
